"Company Name","Top Addresses","Company Websites","Company Contact Info","Company Country","Aggregated Volume","Top Destination Ports Used","Top Departure Ports Used","Top H.S. Code","Product Description","Total TEU","Total Weight","Top Notify Parties","Top Notify Party Addresses"
"Woodgrain Distribution Jackson","3974 I-55 Frontage Rd 39212 - Jackson Ms Usa Phone: 1 817 4530242 Fax: 1 817, 3974 I-55 Frontage Rd 39212 - Jackson Ms Usa Phone: 1 817 4530242 Fax: 1 817 453","","Phone Numbers: 18174530242 --- Emails: ","United States","5","New Orleans, La","Tampico","440910, 441899","Slac Into Pine Moulding Ncm Frei Ght Morr Istown Agre Ement Sea Waybill Ddp Jack Son Usa Weigh Due Ruc Wood Was Treated Are Certified Method, Slac Into Pine Moulding Ncm Pre Paid Morristown Agreement Sea Waybill Ddp Jackson Usa Due Ruc Wood Was Treated Are Certified Method, Slac Into Pine Moulding Ncm Shi Pper Morristown Agreement Sea Waybil Ddp Jackson Usa Due Ruc Wood Was Trea Ted Are Certified Thod","10","110894","Page & Jones Inc","52N Jackson Street 36602 - Mobile Al Usa Phone: 251 4321646 Fax: 251 4342105 Attn :, 52N Jackson Street 36602 - Mobile Al Usa - Phone: 251 4321646 Fax: 251 4342105 - Attn :, 52N Jackson Street 36602 - Mobile Al Usa Phone: 251 4321646 Fax: 251 4342105"
"Boise Cascade","Building Materials 1111 West Jefferson Street Suite 3 83728 Telf: +1 208 954-7191, Building Materials Di 1111 West Jefferson Street Suite 3 83728 Telf: +1 208 954-7191","","Phone Numbers: +12089547191 --- Emails: ","United States","4","Los Angeles, Ca","Lazaro Cardenas","441232","Netto Birch Plywood Composite Wood Produ Cts Appearing Ident Ified Descriptions Containi Carb Tsca Must Comply Evironmental Protection Agencys Tsca Title Standar Reduce Formaldehyde Emis Sions From Composite Wood Prod Ucts, Netto Birch Plywood Composite Wood Roducts Appearing Dentified Descriptions Cont Aining Carb Tsca Must Compl Evironmental Protec Tion Agencys Tsca Title Sta Ndards Reduce Formaldehyde Emissions From Composite Wood","8","111472","John M Brining Co Inc","202 Congress Street Mobile Al 36603 Tel: 251-432-9741, 202 Congress Street Mobile Al 36603 Tel: 251-432-9741 Fax: 251-432-2029"
"Brazilian Lumber Llc","2800 N 29Th Ave Hollywood Florida 33020-1506 United States Phone 561-945-2640, 2800 N 29Th Avehollywood Fl 330 20 Usatel: 954-404-8011, Laura H Basili Sole Mbr 724 Aureliaboca Raton Florida 33486 Phone 305 970-5725","","Phone Numbers: 3059705725, 5619452640, 9544048011 --- Emails: ","United States","4","Port Everglades, Fl","Puerto Manzanillo, Bahias Ballenas","440690, 190120, 441219","Bundles Ipe Tabebuia Serratifolia Vahl Nichols Decking Plained Faces Smooth Finishin Ray Quality Erage Wood Treated Certified Clean Board Due Ruc Ncm, Dipteryx Panamensis Almendro Cumaru Allets Processed Woods, Dipteryx Panamensis Almendro Cumaru Processed Wood","8","104715","Brazilian Lumber Llc, Brian Dewolfe U S Consolidated Customs Brokers3, Tigers Usa Global Logistics Inc","3740 W 104Th St #16 Hialeah Florida 33018 United States Phone +1 305 592 4802 Ext 2315, 508 N W 114Th Avenue Doral Fl 33 178 Usa, Laura H Basili Sole Mbr 724 Aureliaboca Raton Florida 33486 Phone 305 970-5725"
"Dsv Uti Air & Sea Agenciamento De","105 Av Engenheiro Luiz Carlos Berri04571-010 - Sao Paulo - Brazil Cjn: 02735565000142, Av Eng Luis Carlos Berrini 105 Conjandar Thera Comercial Sao Paulo Sp Po Box: Brazil Cnpj 02735565000142","","Phone Numbers: 02735565000142 --- Emails: ","United States","4","Houston, Tx","Tampico, Veracruz","050610, 440399, 940100","Autopartes Asientos Utilizados Vehiculos Automoviles Ncm Woode Treated Certifi, Autopartes Asientos Utilizados Vehiculos Automoviles Ncm Wood Treated Certif Ied, Sillas Para Sala Cine Wood Treated Cer Tified Ncm","9","25538","Dsv Uti Air & Sea Agenciamento De","105 Av Engenheiro Luiz Carlos Berri04571-010 - Sao Paulo - Brazil Cjn: 02735565000142, Av Eng Luis Carlos Berrini 105 T Conjunto 172 17 Andar Sao Paulo Sp Po Box: Brazil Cnpj 02735565000142"
"Fairis C A","Verdeloma 02-98 Y Quipicacha Ambato Tungurahua Ecuador Ruc 1890062071001 Telefono 032520901, Verdeloma 02 98 Y Quispicacha Ambato Tungurahua Ecuador Ruc:1890062071001, Verdeloma 02-98 Y Quispicacha Ambato Tungurahua Ecuador Ruc:1890062071001","","Phone Numbers: 1890062071001 --- Emails: ","United States","4","Houston, Tx, San Juan, Puerto Rico","Tampico","700529, 700521","Clear Float Glass Clear Float Glass Clear Float Glass Clear Float Glass End Cap Wood Cristal Flotado Claro Cajas Madera End Cap Vidrio Flotado Laminas Chapa Forma Rectangular Sin Cualquier Otro Trabajo Sin Camada Absorvente Cor Incolor Tipo Float Mexico Volume, Clear Float Glass Clear Float Glass End Cap Wood Cristal Flotado Claro Cajas Madera End Cap Vidrio Flotado Laminas Chapa Forma Rectangular Sin Cualquier Otro Trabajo Sin Camada Absorvente Cor Incolor Tipo Float Mexico Volume, Float Glasss Clear Float Glass Clear Float Glass End Cap Wood Cristal Flotado Claro Cajas Madera End Cap Vidrio Flotado Laminas Chapa Forma Rectangular Sin Cualquier Otro Trabajo Sin Camada Absorvente Cor Incolor Tipo Floathscode Mexico Volume","13","218595","Fairis C A","Verdeloma 02-98 Y Quipicacha Ambato Tungurahua Ecuador Ruc 1890062071001 Telefono 032520901, Verdeloma 02-98 Y Quispicacha Ambato Tungurahua Ecuador Ruc:1890062071001"
"Gigacloud Technology Usa Inc","18961 Arenth Ave City Industry Ca 918961 Arenth Ave City Industry Ca 9Stoms@Zj-Zhonghan Com, 18961 Arenth Ave City Industry Ca 918961 Arenth Ave City Industry Ca 9Ustoms@Zj-Zhonghan Com","zj-zhonghan.com","Phone Numbers:  --- Emails: Ca 9Stoms@Zj-Zhonghan Com, Ca 9Ustoms@Zj-Zhonghan Com","United States","4","Houston, Tx, New York/Newark Area, Newark, Nj","Lazaro Cardenas","940161, 940350","Sofa Chaise Ottoman Cod Cont Ins Solid Wood Rials Pore, Wooden Furniture Bed Wooden Wooden Furniture Bed Wooden Urniture House Bedhouse Bed His Sol Wood Fre Singapore Wooden Furniture Bed Wooden Woodenfurniture Bed Wooden Urniture House Bed House Bed His Sol Wood Fre Singapore Wooden Furniture Bed Wooden Wooden Furniture Bed Wooden Urniture House Bed House Bed His Sol Wood Fre Singapore Wooden Furniture Bed Wooden Urniture House Bed House Bed His Sol Wood Fre Singapore Wooden Furniture Bed Wooden Urniture House Bed House Bed His Sol Wood Fre Singapore Wooden Furniture Bed Wooden Wooden Furniture Bed Wooden Urniturehouse Bed House Bed His Sol Wood Fre Singapore Wooden Furniture Bed Wooden Wooden Furniture Bed Wooden Urniture House Bed House Bed His Shipmentcontains Sol Wood Fre Singapore Wooden Furniture Bed Wooden Wooden Furniture Bed Wooden Urniture House Bed House Bedhs His Sol Wood Fre Singapore Wooden Furniture Bed Wooden Wooden Furniture Bed Wooden Urniture House Bed House Bed Hisshipment Sol Wood Fre Singapore Wooden Furniture Bed Woo, Wooden Furniture Wooden Furn Wooden Furniture Wooden Furn Ure Bed Twin House Bunk Twin House Bed Trun Queen House Bed Nta Ins Solid Wood Packin Mate Rials Prepai Ingapore Wooden Furniture Wooden Furn Ure Bed Twin House Bunk Twin House Bed Trun Queen House Bed Nta Ins Solid Wood Packin Mate Rials Prepai Ingapore Wooden Furniture Wooden Furn Ure Bed Twin House Bunk Twin House Bed Trun Queen House Bed Nta Ins Nosolid Wood Packin Mate Rials Prepai Ingapore Wooden Furniture Wooden Furn Ure Bed Twin House Bunk Twin House Bed Trun Queen House Bed Nta Ins Solid Wood Packin Mate Rials Prepai Ingapore Wooden Furniture Wooden Furn Wooden Furniture Woodenfurn Ure Bed Twin House Bunk Twin House Bed Trun Queen House Bed Nta Ins Solid Wood Packin Mate Rials Prepai Ingapore","66","629850","Dhy Shipping Line Inc","939 S Atlantic Blvd #207 Montereyp 939 S Atlantic Blvd #207 Montereyp Ax: 909 364-9573 Doc@Dhyshippi Ine Com;Allen@Dhyship, 939 S Atlantic Blvd #207 Montereyp 939 S Atlantic Blvd #207 Montereyp Ax: 909 364-9573Doc@Dhyshippi Ine Com;Allen@Dhyship, 939 S Atlantic Blvd#207 Montereyp 939 S Atlantic Blvd #207 Montereyp Ax: 909 364-9573 Doc@Dhyshippi Ine Com;Allen@Dhyship"
"Laquimar S A","C I F Cuit 33-54076037-9 Av R Saenz Pe A 852 Piso 3 1035, C I F Cuit 33-54076037-9 Av R Saenz Pena 852 Piso 3 1035 Buenos Aires Argentina Vernoica Federico X, C I F Cuit 33540760379 Av R Saenz Pe A 852 Piso 3 1035 Contact Veronica Federico Telephone 541143289824","","Phone Numbers: 3354076037, 33540760379, 541143289824 --- Emails: ","United States","4","Houston, Tx","Veracruz","292211, 292213, 310510","Diethanolamine Diethanolamine Ncm Triethanolamine Triethanolamine Ncm Triethanolamine Metalic Drums Triethanolamine Metalic Drums Each Diethanolamine Dea Ncm Palletized Drums Fumigated Wood Metalic Drums Each Triethanolamine Tea Ncm Palletized Drums Fumigated Wood Metalic Drums Each Whit Triethanolamine Tea Ncm Palletized Drums Fumigated Wood Zarpe Boarding Board Ncm, Monoethanolamine Plastic Drums Monoethanolamine Plastic Drums Con Monoethanolamine Palletized Drums Fumigated Wood Mea Ncm Zarpe Boarding Board Imo Class Flashpoint Group Proper Shipping Name Ethanolamine Emergency Name Setiq Emergency Phone, Monoethanolamine Plastic Drums Monoethanolamine Plastic Drums Each Monoethanolamine Mea Ncm Palletized Drums Fumigated Wood Zarpe Imo Class Flashpoint Group Proper Shipping Name Ethanolamine Emergency Name Setiq Emergency Phone","4","74270","Laquimar S A","C I F Cuit 33-54076037-9 Av R Saenz Pe A 852 Piso 3 1035, C I F Cuit 33-54076037-9 Av R Saenz Pena 852 Piso 3 1035 Buenos Aires Argentina Vernoica Federico X, C I F Cuit 33540760379 Av R Saenz Pe A 852 Piso 3 1035 Contact Veronica Federico Telephone 541143289824"
"Leschaco Agente De Transportes","Rua Arizona 1366 1 Andar 04567-003 Sao Paulo 51750214000116 Recepcaoleschaco Com","","Phone Numbers: 51750214000116 --- Emails: ","United States","4","Houston, Tx","Veracruz","050510, 391400, 441510","Drums Gmc Drxx Hdi Trimere Vis Wooden Processed Wood Ncm, Lewatit Monoplus Bags Bags Lewatit Monoplus Wooden Processed Wood Ncm, Lewatit Monoplus Ncm Shippers Stowage Wood Cargo Securing Handling Treated According Ispm Standard Has Been Verified Carrier Wooden Processed Wood","4","9110","Leschaco Agente De Transportes, Allink Transportes Internacionais Ltda","Rua Arizona 1366 1 Andar 04567-003 Sao Paulo 51750214000116 Recepcaoleschaco Com, Rua Frei Gaspar 22 Cj 91/92-9 Andar Centro - Santos Sp Brasil Cnpj 86846847000379 Cto Cristina"
"Los Gatos Tomato Products","19800 Gale Avenue P O Box 429 Huron Ca 93234 Usa Products Tax Id 77-024-2631 Maria Hernandez 559 945-2700, 19800 Gale Avenue P O Box 429 Huron Ca 93234 Usa Products Tax Id 77-024-2631 Maria Hern Ndez 559 945-2700, 19800 Gale Avenue Po Box 429 Huron Ca 93234 Usa Id 77-0242631 Ph 559 945 2700 Ctc Maria Hernandez","","Phone Numbers: 5599452700 --- Emails: ","United States","4","Oakland, Ca","Manzanillo","440500, 761100, 980100","Gallon Wood Bins Gallon Wood Bins, Gallons Gallon Wood Bins Bins Madera Galones Xgarza Garcia Mexico Caat Cryrf, Wood Bins Bins Madera Galones Wood Bins","8","81485","Efi Logistics Inc","235 Montgomery Street 1150 San Francisco Ca 94104 415-344-4834 Sschartonefilog Us, 235 Montgomery Street No 1150 San Francisco Ca 94104 Ph 415-344-4834 Ctc Scott A Scharton Sschartonefilog Us"
"Allink Transportes","Internacionais Ltda Rua Frei Gaspar 22 Cj 91/92-9 Andar Centro - Santos Sp Brasil Cnpj 86846847000379 Cto Cristina","","Phone Numbers: 86846847000379 --- Emails: ","United States","3","Houston, Tx","Veracruz","730799, 841520, 940350","Automotive Trisphere Automotive Use Trisphere Automotive Use Wooden Processed Wood, Automotive Use Trisphere Automotive Use Wooden Processed Wood, Tube Tube Wooden Processed Wood Apply","3","12180","Allink Transportes Internacionais Ltda","Rua Frei Gaspar 22 Cj 91/92-9 Andar Centro - Santos Sp Brasil Cnpj 86846847000379 Cto Cristina"
"Basf Sa","Av Angelo Demarchi 123 09844-900 - Demarchi - Sao Bernardocnpj-Brazil - 48 539 407/0073-92, Batistiniestrada Galvao Bueno 5505 Sao Bernardo Do Campo - Sp 09842-080Brasil Cnpj 48539407011748","","Phone Numbers: 12309844900, 48539407011748 --- Emails: ","United States","3","Houston, Tx","Tampico, Veracruz","320600, 320611, 701911","Glass Fiber Glass Fiber Glycolysis Grg Flex Veis Pallet Wood Treated Certifiedglass Fiber Glass Fiber Glycolysis Grg Flex Veis Pallet Wood Treated Certified, Titanium Dioxide Titanium Dioxide Cont Ainer That Plts Tio Tipure Titanium Dioxide Bulk Pal Let Mexican Export Tariff Tariff Pigmento Base Dioxido Titanio Mais Dioxido Titanio Peso Calculado Sobre Materia Seca Pigmento Tipo Rutilo Eight Epaid Cnpj Ncm Customer Umber Ven Dor Frame Work Ord Tax Includ Treated Certified Woode Titanium Dioxide Titanium Dioxide Titanium Dioxide, Titanium Dioxide Wood Declaration App Licabletitanium Dioxide Cont Ainer That Plts Tio Tipure Titanium Dioxide Bulk Llet Mexican Export Tariff Tariff Pigmento Base Dioxido Titanio Mais Dioxido Titanio Peso Calculado Sobre Materia Seca Pigmento Tipo Rutilo Eight Epaid Cnpj Ncm Customer Umber Ven Dor Frame Work Ord Tax Includ Treated Certified Woode Titanium Dioxide Titanium Dioxide Titanium Dioxide","17","255027","Indaia Logistica International Ltda","Rua Xv De Novembro 170 Centro Santos - Sao Paulo Brazil 11010-150, R Quinze De Novembro 170 Centro Santos - Sp 11010-150 Brasil Cnpj 58156084000137"
"Brp Brasil Motorsports Ltda","Rua Dona Francisca 8300 Joinville Sc 89219-600 Brazil Cnpj: 22 782 8330001-94","","Phone Numbers: 227828330001 --- Emails: ","United States","3","Houston, Tx","Veracruz, Tampico","890399","Hasu Crates Personal Water Craft Sea Doo Stowage Cat Ems Wooden Treated Certified Dangerous Ncm Elivery Msku Crates Personal Water Craft Sea Doo Stowage Cat Ems Wood Treated Certif Ied Dangerous Ncm Trhu Crates Personal Water Craft Sea Doo Stowage Cat Ems Wooden Treated Certified Dangerous Ncm Mrku Ith Crates Personal Water Craft Sea Doo Stowage Cat Ems Wooden Ckage Treated Certified Dangerous Ncm Delivery Tcku Crates Personal Water Craft Sea Stowage Cat Ems Wooden Treated Certified Dangerous Good Ncm Delivery Mrsu Crates Person Water Craft Sea Doo Stow Age Cat Ems Ooden Treated Cer Tified Dangerous Ncm Hasu Crat Personal Water Craft Sea Doo Stowage Cat Ems Wooden Treat Certified Dangerous Ods Ncm Mrku Crates Personal Water Raft Sea Doo Stowage Cat Ems Wooden Pack Age Treated Certified Ngerous Ncm Mrku Crates Person Water Craft Sea Doo Stow Age Cat Ems Ooden Treated Cer Tified Dangerous Ncm Mrsu Crates Personal Water Craft Sea Doo Stowage Cat Wooden Treated Certified Dangero Ncm Hasu C, Tcku Crates Ersonal Water Craft Sea Doo Stowage Cat Ems Wooden Treated Certified Dangerous Ncm Livery Sudu Crates Personal Ater Craft Sea Doo Stowage Cat Ems Woode Treated Certifi Dangerous Ncm Delivery Msku Rates Personal Water Craft Doo Stowage Cat Ems Wooden Eated Certified Dangerous Ncm Delivery Gbu Crates Persona Water Craft Sea Doo Stowa Cat Ems Oden Treated Cert Ified Dangerous Ncm Deliver Gcxu Crates Personal Water Craft Sea Doo Stowage Cat Wooden Treated Certified Danger Ous Ncm Delivery Tcku Crates Rsonal Water Craft Sea Doo Stowage Cat Ems Wooden Treated Certified Dangerous Del Ivery Tcnu Crates Personal Water Raft Sea Doo Stowage Cat Ems Wooden Pack Age Treated Certified Ngerous Ncm Delivery Mrsu Cra Tes Personal Water Craft Sea Doo Stowage Cat Ems Wooden Trea Ted Certified Dangerous Oods Ncm Delivery Tck Crates Sonal Water Craft Sea Doo Towage Cat Ems Wooden Treated Certified Dangerous Deli Very Mrku Crates Personal Water Aft Sea Doo Stowage Cat Ems Wooden Packa Treated Ce, Tllu Crates Person Water Craft Sea Doo Stow Age Cat Ems Ooden Treated Cer Tified Dangerous Ncm Deliver Mrsu Crates Personal Water Craft Sea Doo Stowage Cat Ems Wooden Pac Kage Treated Certified Angerous Ncm Delivery Hasu Crates Personal Water Craft Sea Stowage Cat Ems Wooden Treated Certified Dangerous Good Ncm Delivery Msku Crates Personal Wat Craft Sea Doo Stowage Ems Wooden Treated Certified Dangerous Ncm Delivery Caiu Crat Personal Water Craft Sea Doo Stowage Cat Ems Wooden Treat Certified Dangerous Ods Ncm Delivery Mrku Crates Personal Ater Craft Sea Doo Stowage Cat Ems Woode Treated Certifi Dangerous Ncm Delivery Msku Ates Personal Water Craft Doo Stowage Cat Ems Wooden Tre Ated Certified Dangerous Ncm Delivery Crates Personal Water Craft Sea Doo Stowag Cat Ems Woo Den Treated Certi Fied Dangerous Ncm Delivery Mrku Crates Personal Water Craft Sea Doo Stowage Cat Ems Wooden Reated Certified Dangerou Ncm Delivery Mrku Crates Person Water Craft Sea Doo Stow Age Cat Ems Ooden Treated","45","166728","Brp Brasil Motorsports Ltda","Rua Dona Francisca 8300 Joinville Sc 89219-600 Brazil Cnpj: 22 782 8330001-94"
"Cablena Do Brasil Ltda","Est Vinhedo Viracopos Km 80 5 Serrinha Itupeva Sao Paulo 13295-000 Brasil 01770422000109","","Phone Numbers: 01770422000109 --- Emails: ","United States","3","Houston, Tx","Veracruz","740312, 740811","Copper Wire Alambron Cobre Ncm Copper Wire Wooden Processed Wood Faa Copper Wire Alambron Cobre Ncm Copper Wire Wooden Processed Wood Faa Copper Wire Alambron Cobre Ncm Copper Wire Wooden Processed Wood Faa Cable Faa, Copper Wire Alambron Cobre Ncm Copper Wire Wooden Processed Wood Pei Pei Pei Pei Copper Wire Alambron Cobre Ncm Copper Wire Wooden Processed Wood Pei Pei Pei Pei Copper Wire Alambron Cobre Ncm Copper Wire Wooden Processed Wood Pei Pei Pei Pei Copper Wire Alambron Cobre Ncm Copper Wire Wooden Processed Wood Pei Pei Pei Pei, Copper Wire Alambron Cobre Ncm Copper Wire Wooden Processed Woodcopper Wire Alambron Cobre Ncm Copper Wire Wooden Processed Woodcopper Wire Alambron Cobre Ncm Copper Wire Wooden Processed Woodcopper Wire Alambron Cobre Ncm Copper Wire Wooden Processed Woodcopper Wire Alambron Cobre Ncm Copper Wire Wooden Processed Wood","26","297264","Cablena Do Brasil Ltda","Est Vinhedo Viracopos Km 80 5 Serrinha Itupeva Sao Paulo 13295-000 Brasil 01770422000109"
"Chemiba Srl","Eori Code: It03419920107 Via Xx Settember 5 16121 Genova Italia Ctc:Nicoletta Muci Ph: 00 331 551 762, Eori Code: It03419920107 Via Xx Settembre 5 16121 Genova Italia Ctc:Nicoletta Muci Ph: 00 331 551 762","","Phone Numbers: 00331551762, 03419920107 --- Emails: ","United States","3","Houston, Tx","Veracruz","310510","Sodium Carboxymethylcellulose Type Wetcel Armonized Codes Encina Wood Conifer Woods Supers Ack Each Lote Each, Sodium Carboxymethylcellulose Type Wetcel Harmonized Codes Encina Wood Allets Conifer Woods Supersa Each Encina Wood Conifer Woods Supersack Each Lote Each Each, Sodium Carboxymethylcellulose Type Wetcel Harmonized Codes Encina Wood Conifer Woods Supersack Each Encina Wood Conifer Woods Supersack Each Lote Each Each","3","48280","Matras Srl","Eori Code: It00275110104 Via De Marini 53 16149 Genova Italia Ctc:Veronica Galluccio Ph: +39 010 85 999 70"
"Cole Pallet Services Corp","1600 S 7Th Streetdekalb Il 6011 5Brett A Colebrett@Colepallet Com, 1600 S 7Th Streetdekalb Il 6011 5Fone 815 758-3226Brett A Co Lebrett@Colepallet Com","colepallet.com","Phone Numbers: 8157583226 --- Emails: A Colebrett@Colepallet Com, Co Lebrett@Colepallet Com","United States","3","Houston, Tx","Bahias Ballenas","440320","Bundles Pine Pallet Heat Treated Certified Pinus Taeda Below All Wood Product Including Runners Are Kdht Pine Wooden Treated Certifiedfreight Agreementfreight Collectncm Aladi Due Ruc, Bundles Pine Pallet Heat Treated Certified Pinus Taeda Below All Wood Product Including Runners Are Kdht Pine Wooden Treated Certifiedfreight Agreementfreight Collectncm Ladi Due Ruc, Bundles Pine Pallet Heat Treated Certified Pinus Taeda Below All Wood Product Including Runners Are Kdht Pine Wooden Treated Certifiedfreight Colle Ctfreight Agreementexpress Releasen Naladi Ruc","22","271420","Cole Pallet Services Corp","1600 S 7Th Streetdekalb Il 6011 5Brett A Colebrett@Colepallet Com, 1600 S 7Th Streetdekalb Il 6011 5Fone 815 758-3226Brett A Co Lebrett@Colepallet Com"
"Cristales Y Vidrios Del Per Usa","C Calle Cinco Mza C Lote 13 Urb Las Vegas Distrito De Puente Piedra Ctc Irina Morales Tel 81 8332630 Ruc 20554278524","","Phone Numbers: 20554278524 --- Emails: ","United States","3","Houston, Tx","Tampico","700529","Clear Float Glass Clear Float Glass Cms Clear Float Glass Clear Float Glass Cms Clear Glass End Cap Wood Cristal Flotado Claro Cajas Madera End Cap Vidrio Flotado Laminas Chapa Forma Rectangular Sin Cualquier Otro Trabajo Sin Camada Absorvente Cor Incolor Tipo Float Mexico Volume Clear Float Glass Clear Float Glass Cms, Float Glass Clear Float Glass Cms Float Glass Clear Float Glass Cms Clear Float Glass End Cap Wood Cristal Flotado Claro Cajas Madera End Cap Vidrio Flotado Laminas Chapa Forma Rectangular Sin Cualquier Otro Trabajo Sin Camada Absorvente Cor Incolor Tipo Float Mexico Volume, Float Glass Clear Float Glass Float Glass Clear Float Glass Clear Float Glass End Cap Wood Cristal Flotado Claro Cajas Madera End Cap Vidrio Flotado Laminas Chapa Forma Rectangular Sin Cualquier Otro Trabajo Sin Camada Absorvente Cor Incolor Tipo Float Mexico Volume","25","424488","Cristales Y Vidrios Del Per Usa","C Calle Cinco Mza C Lote 13 Urb Las Vegas Distrito De Puente Piedra Ctc Irina Morales Tel 81 8332630 Ruc 20554278524"
"Del Valle Kahman & Company","6600 Caballero Blvd Buena Park Ca Everyone@Dvkco Com, 6600 Caballero Blvd Buena Part Ca 90620-1132 Phone #: 714-522-3100, 6600 Caballero Blvd Buena Part Ca Barbara Rybicki Barbara@Dvkco Com","dvkco.com","Phone Numbers: 7145223100 --- Emails: Ca Everyone@Dvkco Com, Rybicki Barbara@Dvkco Com","United States","3","Los Angeles, Ca","Lazaro Cardenas","441222","Dvk Wood Complies Ispm High Cube Birch Plywood Composite Wood Roducts Appearing Identified Carb Title Must Comply California Air Resources Board Airborne Toxic Control Easure Reduce Formaldehyd Emissions From Wood Componen Epa Tsca Tit Formaldehyde Emissions Tandards, Msku Dvk Birch Plywood Fsc Mix Credit Coc Wood Complies Ispm Compo Site Wood Appearing Identified Scripti Ons Carb Tsca Title Must Compl California Air Sources Board Airborne Toxic Ontrol Measure Reduce Forma Ldehyde Emissions From Wood Components Epa Title Formaldehy Emi Ssions Standards, Ponu Los Angeles Dvk Dvk Pac Kages Birch Plywood Msku Dvk Birch Lywood Tcnu Dvk Packa Ges Birch Plywood Mrku Dvk Dvk Birch Plywood Fsc Mix Credit Coc Wood Compl Ies Ispm Composite Wood Appearing Identified Descri Ptions Carb Tsca Title Must Comply California Air Resources Board Airborne Toxic Control Easure Reduce Formaldehyde Emissions From Wood Components Epa Tsca Title Formaldehyde Emissions Stand Ards","12","158160","Del Valle Kahman & Company","6600 Caballero Blvd Buena Park Ca Jessica Gipson@Fedex Com; Dora Paz@Dex Com, 6600 Caballero Blvd Buena Part Ca 90620-1132 Phone #: 714-522-3100, 6600 Caballero Blvd Buena Part Ca Barbara Rybicki Barbara@Dvkco Com"
"Fox Cargo Do Brasil","Rua Cuiaba 229 - Mooca 03183-000 - Sao Paulo - Sp Fone: +55 11 3543-0200","","Phone Numbers: +551135430200 --- Emails: ","United States","3","Houston, Tx","Tampico","760200","Pallet Class Aluminum Scrap Ncm Woode Treated Certifie, Pallet Class Aluminum Scrap Ncm Woode Treated Certifie Pallet Class Aluminum Scrap Ncm Wooden Pac Kage Treated Certified","20","190766","Fox Cargo Do Brasil","Rua Cuiaba 229 - Mooca 03183-000 - Sao Paulo - Sp Fone: +55 11 3543-0200"
"Green Forest Products Llc","105N Apopka Avenue Inverness Fl U Tel 352-341-5500 Email: Chay@Green Danielle@Greenforestprod Com;Jessic","green.danielle","Phone Numbers: 3523415500 --- Emails: Chay@Green Danielle","United States","3","Port Everglades, Fl","Puerto Manzanillo","441231","Plywood Hardwood Plywood Aaa Plywood Hardwood Plywood Aaa Plywood Hardwood Plywood Stc Plywood Surface Coated Each Ply Tropical Hardwood Plywood Species Are Totally Free Bark Apparently Free Live Pests Plywood Consisting Least Outer Ply Following Tropical Woods Species Virola Sebifera Other Inner Ply Species Brosimum Utile Dacryodes Peruviana Schizolobium Parahybum Surface Covered Carb Certified Atcm Compliant Certificate Tpc Carb Epa Tsca Title Certified Cfr Certificate Tpc Epa Bundles Dae, Plywood Hardwood Plywood Aaa Stc Plywood Surface Coated Each Ply Tropical Hardwood Plywood Species Are Totally Free Bark Apparently Free Live Pests Plywood Consisting Least Outer Ply Following Tropical Woods Species Virola Sebifera Other Inner Ply Species Brosimum Utile Dacryodes Peruviana Schizolobium Parahybum Surface Covered Carb Certified Atcm Compliant Certificate Tpc Carb Epa Tsca Title Certified Cfr Certificate Tpc Epa Bundles Dae Plywood Plywood Hardwood Plywood Plywood Hardwood Plywood Aaa Plywood Hardwood Plywood Aaa, Plywood Hardwood Plywood Plywood Hardwood Plywood Plywood Plywood Hardwood Plywood Plywood Hardwood Plywood Plywood Hardwood Plywood Plywood Hardwood Plywood Stc Plywood Surface Coated Each Ply Tropical Hardwood Plywood Species Are Totally Free Bark Apparently Free Live Pests Plywood Consisting Least Outer Ply Tropical Wood Species Gmelina Arborea Jacaranda Copaia Terminalia Superba Cordia Alliodora Surface Covered Carb Certified Atcm Compliant Certificate Tpc Carb Epa Tsca Title Certified Cfr Certificate Tpc Epa Bundles Dae Plywood Hardwood Plywood Plywood Hardwood Plywood Plywood Plywood Hardwood Plywood Plywood Hardwood Plywood","22","252877","Green Forest Products Llc","105N Apopka Avenue Inverness Fl U Tel 352-341-5500 Email: Chay@Green Danielle@Greenforestprod Com;Jessic"
"Gurudev Corp","S No 94/14 Plot No 7 Nanded Road Tax Id: 0396024220, S No 94/1A Plot No 7 Nanded Roa Latur - 413512 Iec :- 0396024220, S No 94/1A Plot No 7 Nanded Road Latur 413512 Maharashtra - India Iec:0396024220","","Phone Numbers: 0396024220 --- Emails: ","United States","3","Houston, Tx","Veracruz","440729, 940169","Said Teak Wood Clean Squa Applica Ble Free Time Days Detentio Port Discharge Plac Elivery, Said Teak Wood Clean Squar Applic Able Free Time Days Por Discharge Place Deli Very, Teak Wood","18","238593","Gurudev Corp","S No 94/14 Plot No 7 Nanded Road Tax Id: 0396024220, S No 94/1A Plot No 7 Nanded Roa Latur - 413512 Iec :- 0396024220, S No 94/1A Plot No 7 Nanded Road Latur 413512 Maharashtra - India Iec:0396024220"
