"Supplier Name","Top Addresses","Supplier Websites","Supplier Contact Info","Supplier Country","Aggregated Volume","Top Destination Ports Used","Top Departure Ports Used","Top H.S. Code","Product Description","Total TEU","Total Weight","Top Notify Parties","Top Notify Party Addresses"
"Pt Abi Elang Indo Jl Kaliurang Km","9 3 No 77 Yogyakarta 55281 Indonesia Npwp : 01 992 295 4-542 000, 9 3 No 77 Yogyakarta 55281 Indonesia Npwp :01 992 295 4-542 000, 9 3 No 77 Yogyakarta 55281 Indonesa Npwp : 01 992 295 4-542 000","","Phone Numbers: 019922954542000 --- Emails: ","Indonesia","20","Oakland, Ca","Kao Hsiung, Taipei, Singapore","940360, 940169","Wooden Furniture Mahogany Swietenia Macrophylla Wooden Furniture, Mahogany Swietenia Macrophylla Woode Mahogany Swietenia Macrophylla Wooden Furniture Nett, Mahogany Swietenia Macrophylla Wooden Mahogany Swietenia Macrophylla Wooden Furniture","24","19909","Mc Clary Swift And Co Inc, Mcclary Swift & Co, Palecek Import Inc","360 Swift Avenue South San Francisco Ca 94080 Tele: 650 872 2121 Fax: 650 872 3465, 360 Swift Avenue South San Francisco Ca 94080 Attn: Robert Petromilli T:650 872 2121, 360 Swift Avenue South San Francisco Ca 94080 Tel : 650 872 2121 Fax : 650 872 3465"
"Shenzhen Ruisida Trade Company","Li 906 53 906 53 Building2 Zhuoyuemeilshenzhen Gd China","","Phone Numbers: 9065390653 --- Emails: ","China","20","Savannah, Ga, New York/Newark Area, Newark, Nj, Houston, Tx","Yantian, Panama Canal ?C Caribbean","940370, 330510, 392630","Furniture, Houseware Furniture, Furniture Avant Shampoo System Styling Chair Round Base","31","180763","Box Star Global Logistics Solutions, Tran Smart Logistics Incorporated, Transamerican Shipping Inc","891 South Azusa Avenue City Of Industry Ca 91748 United States, 2Nd Floor 29 Bay 25Th Street Brooklyn Ny 11214 United States, 6119 Snapdragon Street Eastvale Ca 92880 United States"
"Starwood Furniture Mfg Vn Corp","Block #7 Uyen Hung Ward Tan Uyen Town Binh Duong Viet Nam Tel:84 2743 641048/9 Fax:84 2743 641047, Block 7 Uyen Hung Ward Tan Uyen Town Binh Duong Viet Nam Tel:84 2743 641048/9, Block#7 Uyen Hung Ward Tan Uyen Town Binh Duong Province Viet Nam Tel:0274 364 1200-316","","Phone Numbers: 842743641048, 842743641047, 02743641200316 --- Emails: ","Vietnam","20","Savannah, Ga, Houston, Tx, Los Angeles, Ca","Port Redon, Vung Tau, Kao Hsiung","940360, 940370, 010290","Furniture Wooden Sda Shipme Solid Wood Compliant Epa Cfr Tsca Requirements Formaldehyde, Bathroom Furniture Bathroom Furniture, Bathroom Furniture Bathroom Furniture Bathroom Furniture","40","301618","Rooms To Go Customs House Broker, Rooms To Go, A T International","11540 Hwy 92 East Seffner Fl 33584 Phone: 813-635-3136 Customs@Roomstogo Com, Customs House Broker 11540 Hwy 92 East Seffner Fl 33584 Phone: 813-635-3136, 11540 Hwy 92 East Seffner Fl 33584 Phone: 813-635-3136"
"Dekorister Mobilya San Ve Tic Ltd","Sti Osb No 7 Balikli Cesme Koyu Biga Canakkale / Turkey Tel 0286 316 31 65, Sti Osb No:7 Balikli Cesme Koyu Biga Canakkale / Turkey Tel :0286 316 31 65","","Phone Numbers: 02863163165 --- Emails: ","Turkey","20","Houston, Tx, New York/Newark Area, Newark, Nj","Kemlik, Barcelona, Livorno","940360","Furnitures Dining Rooms Living Rooms, Furnitures Furnitures Dining Rooms Living Rooms","47","498882","Airlift Usa Inc, Kybele Llc, Allways Forwarding Newyork","988 Shoppes Blvd North Brunswick Nj 08902 New Jersey / United States Of America, Castlegate Warehouse Cranbury Largeparcel 18 Hightstown Cranbury Station Rd Cranbury Nj 08512, Tax Identification No: 32071529708 15327 Monarch Creek Ln Cypress Postal Code: 77429-6152 E Mail: Kybelecollection@Gmail Com"
"Dongguan Hometeximport&Exportco","Unit 1510-1511 15 F Bld D Central Wealth District Yuanmei East Rd Dongguan City Guangdong, L Unit 1510-1511 15/F Bld D Central Wealth District Yuanmei East Rd Dongguan Gd China 523000, L Unit 1510-1511 15 F Bld D Cent Yuanmei East Rd Dongguan City 523000 Cn","","Phone Numbers: 1510151115 --- Emails: ","China","20","Charleston, Sc, Long Beach, Ca, Norfolk, Va","Yantian, Pusan, Hong Kong","940161, 940360, 940169","Wooden Furniture Chairs, Wooden Furniture Chair, Wooden Furniture","48","257099","Riverside Furniture Corp, Hekman Distribution Center, Woodmark Company","1400 South 6Th Street Fort Smith Ar United States 72901, 4339 Old Linwood Road Lexington Nc 27292 Us, 1920 Jarrell Street High Point Nc 27260"
"Dongguan Shichang Metals Factory","Lt Xiaobian Village Changan Town Dongguan City Guangdong Province China 523851 Tel86-769-89992999, L Td Xiaobian Village Changan Town Dongguan City Guangdong Province China 523851 Tel86-769-89992999, Lt D Xiaobian Village Changan Town Dongguan City Guangdong Province China 523851 Tel86-769-89992999","","Phone Numbers: 8676989992999 --- Emails: ","China","20","Los Angeles, Ca, Norfolk, Va, Long Beach, Ca","Yantian, Vung Tau","940370, 871680, 392690","Furniture Plastics Nesoi Blow Mold Table Folding Half, Furniture Plastics Nesoi Blow Mold Table Folding Half Blow Mold Table Folding Half, Articles Plastics Nesoi Leg End Caps Xenia Pimentelofficestar Ptccicylia Cicylia Lanadjajaofficestar Jodeeilsinc Tomilsinc Xenia Pimentelofficestar Ptccicylia Vehicles Mechanically Propelled Nesoi Trolley Trolley Seats Metal Frames Except Upholstered Commercial Steel Folding Chair Blow Mold Resin Chair Blow Mold Resin Chair Furniture Plastics Nesoi Blow Mold Training Table","67","630872","International Logistics Services, Safco Products Company","Ptcjodee Flaming Tom Karlovich 18618 South Ferris Place Rancho Dominguez Ca 90220, Ptc Jodee Flaming Tom Karlovich 18618 South Ferris Place Rancho Dominguez Ca 90220 Tel310-671-8300, Ptc Jodee Flaming Tom Karlovich 18618 South Ferris Place Rancho Dominguez Ca 90220"
"Grenada Freight Services","1106 Barmac Dr North York Ontario Canada Tel: 416 854 0219, 1106 Barmac Dr North York Ontaio M9L 1X5 416 854 0219, 1106 Barmac Dr North York Ontario Canada Tel: 416-854-0219","","Phone Numbers: 4168540219, 54168540219 --- Emails: ","Canada","20","New York/Newark Area, Newark, Nj","Saint John, Nb","830130, 180690, 870336","Barrels Foodstuff Clothing Household Items Foodstuff Plastic Foodstuff Household Items Appliances Stove Fridge Skids Household Items Mattresses Furniture Chairs Tables Crate Household Items Tyres Caed Ndr Dthc, Barrels Foodstuff Clothing Household Items Foodstuff Plastic Foodstuff Household Items Appliances Stove Fridge Skids Household Items Mattresses Furniture Chairs Tables Crates Household Items Suitcase Clothing Tyres Bicycles Caed Ndr Dthc, Barrels Foodstuff Clothing Household Items Foodstuff Plastic Foodstuff Household Items Appliances Stove Refrigerator Skids Household Items Furniture Chairs Table Crates Foodstuff Chrysler Grey Vin Ccabg Cers Shippers Owned","41","506093","Grenada Freight Tanteen","Road Saint George S Grenada Tel:1473 440 8904, Road Saint George S Grenada"
"Heritage","Block No 4 5 Khasra No 18401028 19511028 Basni Ph-Ii J Odhpur 342 005 India, G-318 Epip Riico Industrial Area Sitapura Jaipur-302022 India Tel: +91-141-2770175, Block No 4 & 5 Khasra No 1840/1028 & 1951/1028 Basni Ph-Ii Jodhpur 342 005 India Tel 0091-291-2748241","","Phone Numbers: +911412771608, 00912912748241, 1840102819511028 --- Emails: ","India","20","Seattle, Wa, Tacoma, Wa, Long Beach, Ca","Pusan, Shanghai, Mundra","940360, 940320, 830130","Bmou Hundred Ninty Eight Indian Furniture Items Wood Dtd, Cmau Hundred Eighty Five Indian Furniture Items Wood Iec, Cmau Hundred Forty Indian Furniture Items Wood Dtd Ams Will File Carrier","20","159252","Furniture Connexion, Mcgee Co, Universal Intermodal Services","2108 Ne Argyle St Portland Or 97211 Usa Tel No : 503-459-4703, 2108 Ne Argyle Street Ph:503-459-4703 Fax:503-459-4704 Tax Id/Ein:55-082741300, 2108 Ne Argyle Street Portland Ph:503-459-4703 Fax:503-459-4704 Tax Id/Ein:55-082741300"
"Jinhone Enterprise Co Ltd","1A An Phu Thuan An Binh Duong Vn Tel: +84 274 3711 244 Fax: +84 274 3710 130, 1A An Phu Thuan An Binh Duong Binh Duong Vn Tel: +84 274 3711 244 Fax: +84 274 3710 130, 1A An Phu Thuan An Binh Duong Tel: +84 274 3711 244 Fax: +84 274 3710 130 Vn","","Phone Numbers: +842743711244, +842743710130 --- Emails: ","Vietnam","20","Charleston, Sc, Long Beach, Ca","Vung Tau","940360, 940290","Wooden Furniture Sofa Leg, Wooden Furniture, Seats Medical Barber Dental Wooden Furniture Are Provided Reference Only Carrier Shall Liable Any Dispute Between","21","222792","Plant 8 Marketplace, Leggett Platt Logistics","405 Lewallen Road Asheboro Nc 27205 336-625-6175, 405 Lewallen Road Asheboro Nc 27205 Phone# 336-625-6175, 405 Lewallen Road Asheboro Nc 27205 Tel: 336-625-6175"
"Pt Majati Furnitur J","Jl Muktiharjo Raya Km 3 S Tax Id : 02 192 842 7-518 000 Semarang Indonesia","","Phone Numbers: 021928427518000 --- Emails: ","Indonesia","20","Los Angeles, Ca, Boston, Ma, Long Beach, Ca","Singapore, Pusan, Sines","940360, 940370","Wooden Furniture, Furniture Hardware, Furniture","20","93841","Hecny Transportation Inc Lax","19550 S Dominguez Hills Drive Rancho Dominguez Ca United States 90220"
"Anji Leisure Furniture Co Ltd","Chiwu Village Xiaofeng Town Anji Zhejiang China 313301 Tel:0086-572-5825758","","Phone Numbers: 00865725825758 --- Emails: ","China","20","Oakland, Ca, Charleston, Sc, Long Beach, Ca","Shanghai, Pusan","940380","Rattan Furniture, Rattan Furniturepe Rattan Furniture, Rattan Furniturepe Rattan Furniturepe Rattan Furniturepe Rattan Furniturepe Rattan Furniturepe Rattan Furniture","165","299197","Tk Classics Llc, Tk Classics","3771 Channel Drive West Sacramento Ca 95691, 3G-Summerville 537 Omni Industrial Blvd Summerville Sc 29483, 3G - Summerville 537 Omni Industrial Blvd Summerville Sc 29483"
"Art Classic International","Desa Kuwasen Rt 11 Rw 05 Kec Jepara Kab Jepara Jawa Tengah Indonesia Tax Id 24 481 285 5-516 000, Desa Kuwasen Rt 11 Rw 05 Kec Jepara Kab Jepara Jawa Tengah Indonesia Tax Id : 24 481 285 5-516 000, Desa Kuwasen Rt 11 Rw 05 Kec Jeparakab Jepaara Jawa Tengah Indonesia Tax Id : 24 481 285 5-516 000","","Phone Numbers: 244812855516000 --- Emails: ","Indonesia","20","Savannah, Ga, Charleston, Sc, Los Angeles, Ca","Singapore, Kao Hsiung, Algeciras","940360, 940169","Wooden Furniture Wooden Furniture Nett, Wooden Furniture Wooden Furniture Fob Semarang Hss, Wooden Furniture Wooden Furniture Contract Nne Erwin","23","118890","Alliance Customs Clearance, John S James Customs Broker Melissa Seay, John S James Customs Broekr Melissa Seay","4500 Leeds Ave Suite 300 North Charleston Sc 29405 Phone : 843-207-4014, 5700 Broadmoor Ste 600 Mission Ks 66202 Office 913 262-4746 Ext 218606 Email Llucasalliance Com ;, 4500 Leeds Ave Suite 300 North Charleston Sc 29405 Phone:843-207-4014 Fax:843-554-4270"
"Beyan Dis Tic Ltd","Sti Organize Sanayi Bolgesi 6 Cadde N O:32 Melikgazi Mimarsinan Vergi Dairesi 1670536193, Sti Organize Sanayi Bolgesi 6 Cadde No 32 38070 Melikgazi-Kayseri-Turkey Mimarsinan Vergi Dairesi 1670536193, Sti Organize Sanayi Bolgesi 6 Cadde No:32 38070 Melikgazi-Kayseri- Turkey Mimarsinan Vergi Dairesi 1670536193 Tel&Fax : +90 3525044440","","Phone Numbers: 1670536193, +903525044440 --- Emails: ","Japan","20","New York/Newark Area, Newark, Nj","Adana, Nemrut Bay, Piraieus","940141, 940140, 940161","Household Furniture, Household Furniture Codes, Household Furniture Sofabed Chair Sofa Sofaset Bedroom Ottoman Table Coffee Table Etc","22","126339","Empire Usa Llc, Empire Furniture Usa Inc, Beeontrade Inc","1 Gardner Rd, 8200 Boulevard E 8D North Bergen New Jersey 07047 United States Infobeeontrade Com, 1 Gardner Rd Fairfield Nj 07004 United State Of America Tel 00 1"
"Edet International","19 Rue Du Progres 93511 Montreuil Cedex - France Tel 0148591173 Email : Info@Edetinternational Com, 19 Rue Du Progres Bp 101 93511 Montreuil Cedex Tel 01 48 59 11 73 E Mail Infoedetinternational Com, 19 Rue Du Progres 93100 Montreuil Sous Bois Edet Zineb +33148591173 Zineb@Edetinternational Com","edetinternational.com","Phone Numbers: 0148591173, +33014859117 --- Emails: Info@Edetinternational Com, +33148591173 Zineb@Edetinternational Com","France","20","Houston, Tx, Charleston, Sc, New York/Newark Area, Newark, Nj","Le Havre, Anvers","970600, 940360, 262060","Antique Furniture, Antique Furniture Antique Furniture Board Dthc, Antique Furniture Antique Furniture","20","98436","Balguerie Dba Alfred, Page & Jones, Acts Chb Inc","1702 Minters Chapel Rd Suite 100 Grapevine Tx 76051-4188 Tel 817 756-3801, Balguerie Sa Transo Sc83966 447 Boulevard Alfret Daney 33075 Bordeaux Cedex France, 1 Bay Street Stirling Nj 07980 Marianna Carlson Email Mariannamilanipacking Com"
"Evergo Furniture Co Ltd","No 3 1St Rd Jibei Industrial Park Longjiang Shunde District Foshan City Guangdong Province China Tel= 86-757-23872220 Fax=86-757-23872226, No 3 1St Rd Jibei Industrial Park Longjiang Shunde District Foshan Ci Ty Guangdong Province China Tel= 86-757-23872220 Fax=86-757-23872226, No 3 1St Rd Jibei Industrial Park Longjiang Shundedistrict Foshan Cityguangdong Province China Tel= 86-7 57-23872220 Fax=86-757-23872226","","Phone Numbers: 8675723872226, 8675723872220, 867572387222 --- Emails: ","China","20","Long Beach, Ca, Wilmington, Nc","Pusan, Yantian","940161, 293299, 170191","Furniture Sofa Sets Coffee Table Wood Continued Cell Betty Premiercargologistics Also Party Sherry Shippers Sociation Suite Arlington Usa Docs Sherrysshippers, Furniture Sofa Sets Ipment Wood Ontinued Cell Betty Premie Rcargologistics Also Party Sherr Shippers Association Suite Arlington Usa Docs Sherrysshippers, Furniture Solid Wood Also Party Sherry Shippers Association Gateway Center Ite Newark Usa Docs Sherrysshippers Continued Cell Betty Premiercargologistics","32","96894","Sun Fine Systems Inc, Premier Cargo Logistics, Gulfstream Shippers Association Llc","Dba Premier 780 South Nogales Street Suite F City Of Industry Ca 91748 United States Tel 626-608-1588 Fax 626-608 -1590 To Be Continued, Dba Premier 780 South Nogales Street Suite F City Of Industry Ca 91748 United States Tel 626-608-1588 Fax 626-60 8-1590 To Be Continued, 780 South Nogales Street Suite F C Ity Of Industry Ca 91748 United States Tel 626-608-1588 Fax 626-608-1 590 To Be Continued"
"Mdd Sp Z O O","Ul Koronowska 22 89-400 Sepolno Krajenskie Poland Pl5611437378","","Phone Numbers: 5611437378 --- Emails: ","Poland","20","New York/Newark Area, Newark, Nj, New York/Newark","Stadersand, Rotterdam","940330, 940161, 940399","Furniture Crates Furniture, Furniture Furniture, Crates Furniture","20","97847","New Wave International Cargo Inc, Planika Usa Llc, New Wave International Cargo Llc","6800 Santa Fe Dr Hodgkins Cook Illinois - 60525 United States Seafreightnewwaveic Com, 1 Ackerman Avenue Suite 4 07011 Nj Clifton Usa, 6800 Santa Fe Dr Hodgkins Il 60525 United States Seafreightnewwaveic Com P +1 312 237 3811 Ext 1049"
"Nefs Furniture Vietnam Co Ltd","Ong Dong Hamlet Tan Hiep Commune Tan Uyen District Binh Duong Province Vietnam Tel:0274-3655-297, Ong Dong Hamlet Tan Hiep Commune Tan Uyen District Binh Duong Province Vietnam Phone: 0084-650-365-5297, Ong Dong Hamlet Tan Hiep Commune Tan Uyen District Binh Duong Province Vietnam Tel: 0084 274 3655297 #","","Phone Numbers: 02743655297, 3701015049, 0846503655297 --- Emails: ","Vietnam","20","Los Angeles, Ca, Long Beach, Ca, Savannah, Ga","Vung Tau, Singapore, Kao Hsiung","940360, 940190, 940169","Wooden Furniture, Wooden Furniture Leisure Cha, Wooden Furniture Leisure Cha Second Kirklan Maryland Way Rentwood Kirklandsi Mporting Kirklands","34","215939","Flexsteel Industries Inc, Osborne Wood Products Inc, American Signature Inc","385 Bell Street Dubuque Ia 52001 Attention: Logistics Team Tel# 563-585-8141, 385 Bell Street Dubuque Ia 52001 Logistics@Flexsteel Com; Tel# 563-585-8141, 385 Bell Street Dubuque Ia 52001 Logistics@Flexsteel Com Tel# 563-585-8141"
"Nhat Minh Wood Production Trade C","No 252 253 254 255 256 Parcel Of Land D5 Map Binh Phuoc B Quarter Binh Chuan To Wn Thuan An, No 252 253 254 255 256 Parcel Of Land D5 Map Binh Phuoc Town Thuan An City Binh Duong Viet Nam, No 252 253 254 255 256 Parcel Of L Binh Duong Binh Duong Vietnam","","Phone Numbers: 252253254255256 --- Emails: ","Vietnam","20","New York/Newark Area, Newark, Nj, Houston, Tx, Seattle, Wa","Vung Tau, Hong Kong, Pusan","940360, 940169, 940161","Wooden Furniture, Wooden Furniture Cgelg, Wooden Furniture Cabinet","20","108755","Brick Warehouse Lp The, Chama Chairs C/O C L O Company Llc, Chama Chairs C/O Clo Company","7555 Beedie Way Delta Bc V6G 1C7 Canada, 7696 Hwy 183-A Leander Texas 78641 United States, 7696 Hwy 183A #1B Leander Tx 78641 Phone: +1-512-299-1296"
"Rol Lithuania Uab Prociunu","Str 7 Lt-77103 Siauliai Lithuania Tel +370 655 41453 Fax +370 0 41-50 77 70, Str 7 Lt-77103 Siauliai Lithuania Tel +370 655 41453, Str 7 Siauliai Lithuan Ia 370 655 41453 Telex: 77103","","Phone Numbers: +37065541453, +37004150777, 37065541453 --- Emails: ","Lithuania","20","Norfolk, Va, Savannah, Ga","Stadersand, Rotterdam, Anvers","940390","Metal Furniture, Furniture Nesoi Pll Metal Furniture, Cmau Metal Furniture Generic","26","313283","Rol Usa, Same As Consignee, Pelorus Line Hellmann As Agent","694 Eats 40Th Street Holland Mi 49423, No Address, 694 East 40Th Street Holland Mi 49423"
"The Best Enterprise Limited","9Th Fl No 270 Sec 3 Nan-King E Rd Taipei Taiwan R O C Tel:02-27726668 Fax:02-27725688","","Phone Numbers: 0227725688, 0227726668 --- Emails: ","China","20","Los Angeles, Ca","Xiamen, Kao Hsiung","730840, 441520, 940320","Steel Furniture Display Equipment Details, Display Fixture Furnitur Bottom Middle Chanel Sample Holder Pallet Bracket Clip, Furniture Metal Display Fixture Hook Display Fixture","20","178557","Tasman Group, Colony Inc","Pr 15304 Spring Avenue Santa Fe Springs Ca United States 90670, 2500 Galvin Drive Elgin Il United States 60123, Pr Inc 14061 Borate Street Santa Fe Springs Ca United States 90670"
"Cv Mahaka Jl Trijata I","No 27A Kelurahan Desa Dangin Puri Kangin Denpasar Utara Npwp No : 827300617901000 Bal, No 27A Desa Dangin Puri Kangin Denpasar Utara Denpasar 80233 Bali-Indonesia Phn :+62 361 430693 Fax :+62 361","","Phone Numbers: 827300617901000, +62361430693 --- Emails: ","Indonesia","20","Los Angeles, Ca, Long Beach, Ca, Honolulu, Hi","Singapore, Pusan, Kao Hsiung","970190, 940360, 680430","Furniture Handicrafts, Furniture Handicraft, Furniture Handicrafts Garment","23","174936","Quepasana Foundation, A Saia Inc, Blue Cargo Group Llc","7750 Makena Road Tax Id : 47-2178191 Kihei Hi United States 96753, 1418 Ave Fernandez Juncos San Juan Puerto Rico 00909 Tel :+1 787 568-5459 Attn: Julio Caceres, 1455 Barrington Rd Il United States 60010"
"El Ran Furniture Limited","2751 Trans Canada Highway Pointe-Claire Qc H9R 1B4 Canada Contact Alexandra Houle 514 630-5656 T, 2751 Trans Canada Highway Pointe-Claire Qc H9R 1B4 Canadacontact Alexandra Houle 514 630-5656 T, 2751 Trans Canada Highway Pointe-Claire Qc H9R 1B4 Canada Alexandra Houle 514 630-5656 T","","Phone Numbers: 5146305656, +15146305656 --- Emails: ","Canada","20","New York/Newark Area, Newark, Nj","Halifax, Ns","940180, 721633","Furniture Piece Por Cerspc, Furniture Por Cerspc, Furniture","20","155633","O Eliahou And Sons Furniture Ltd, O Eliahou And Sons Furniture","96 Jabotinsky Street Ramat-Gan Israel 52412 Contact Avivit Tubul 36729341 T, 96 Jabotinsky Street Ramat-Gan 52412 Israel Contact Avivit Tubul 36729341 T, 96 Jabotinsky Street Ramat-Gan 52412 -Vat512867649 Israel Contact Avivit Tubul 36729341 T"
"Jin Ho Asp International Co Ltd","29F-1 No 213 Chaofu Road Xitun District Taichung 40757 Taiwan Tel: 886 4 22541157, 29F 1 No 213 Chaofu Road Xitun District Taichung 40757 Taiwan Tel: 886 4 22541157","","Phone Numbers: 886422541157 --- Emails: ","Vietnam","20","Los Angeles, Ca, Norfolk, Va, Savannah, Ga","Singapore, Haiphong","010612, 940150, 391810","Declared Vinyl Floor Tiles Solid Wood Vinyl Floor Tiles Solid Wood Vinyl Floor Tiles Solid Wood Vinyl Floor Tiles Solid Wood Vinyl Floor Tiles Solid Wood Purchase Ditto Purchase Ditto Purchase Furniture Than Seats Bamboo Rattan Floor Tiles Ditto Purchase Ditto Purchase, Ditto Purchase Ditto Purchase Ditto Purchase Vinyl Floor Tiles Solid Wood Vinyl Floor Tiles Solid Wood Vinyl Floor Tiles Solid Wood Vinyl Floor Tiles Solid Wood Vinyl Floor Tiles Solid Wood Vinyl Floor Tiles Solid Wood Vinyl Floor Tiles Solid Wood Declared Purchase Furniture Than Seats Bamboo Rattan Floor Tiles Ditto Purchase Ditto Purchase Ditto Purchase, Ditto Purchase Ditto Purchase Furniture Than Seats Bamboo Rattan Vinyl Floor Tiles Ditto Purchase Vinyl Floor Tiles Declared Solid Wood Vinyl Floor Tiles Declared Solid Wood Vinyl Floor Tiles Declared Solid Wood Vinyl Floor Tiles Solid Wood Vinyl Floor Tiles Declared Solid Wood Vinyl Floor Tiles Declared Solid Wood Vinyl Floor Tiles Declared Solid Wood Purchase Pkgs Pkditto Purchase Ditto Purchase Ditto Purchase","149","2482895","Ups Supply Chain Solutions Inc","2031 S Centennial Ave Aiken Sc 29803 Upsusaknlowesdocs Ups Com Phone: 1-803-502-6755, 2031 S Centennial Ave Aiken Sc 29803 Upsusaknlowesdocs@Ups Com Phone: 1-803-502-6755"
"Sanlim Furniture Co Ltd","Vn Bau Xeo Industrial Park Song Trau Commune Trang Bom District Dong Nai Province Vietnam Ein : 3600515013, Vn National Highway 1A Bau Xeo Industrial Zone Song Trau Commune Trang Bom District Dongnai Provincevietnam Ein : 3600515013, Vn Bau Xeo Industrial Park Song Trau Commune Trang Bom District Dong Nai Province Vietna Ein : 3600515013","","Phone Numbers: 3600515013 --- Emails: ","Vietnam","20","New York/Newark Area, Newark, Nj, Wilmington, Nc, Houston, Tx","Shanghai, Vung Tau, Xiamen","940360, 940350, 320414","Wooden Furniture Direct Customer, Wooden Furniture Direct Customer Dca Dca Dca Dca Dca, Wooden Furniture Direct Customer Fsa Davis Direct Ipper Certify That Does Ontain Solid Wood Product Purchase Complies Epa Cfr Formaldehyde Standards Composite Wood Act Title Toxic Substances Control Act Tsca Ship Rtg Dba Rooms Rooms Way Warehouse Dunn Sale Contra","51","321534","Rooms To Go, C H Robinson Worldwide Inc, Raymour And Flanigan Furniture","Customs House Broker-Nisha Sevilla 11540 Highway 92 East Seffner Florida 33584 Usa Customs@Roomstogo Com #, 11540 Customs House Broker - Nisha Sevilla 11540 Highway 92 East Seffner Florida 33584 Usa #, 300 Harmon Meadow Blvd Suite 300 Secaucus Nj 07094 Ph# 201 319-8174 Fx# 201 865-5629"
"Antiques Within Ltd","Unit 15B Brooklands Way Basford Lane Ind Estate Leekbrook Nr Leek Staffs St13 7Qf Tel No 07966528634","","Phone Numbers: 07966528634 --- Emails: ","United Kingdom","19","Houston, Tx, New Orleans, La, Norfolk, Va","Coryton, Anvers, Tampico","970600, 970690","Antiques Furniture Artefacts Antiques Furniture Artefacts Isf Info, Antiques Furniture Antiques Furniture Artefacts Isf Info, Antiques Furniture Artefacts Isf Info","19","136331","C H Powell Co, B And D Customs Brokers Inc, Service Shipping Inc","3500 N Causeway Blvd Suite 140 Metaireie Louisiana Usa Tel No 0015048341440 Email Cbtrosclairchpowell Com, 2040 E Algonquin Road Suite 507 Schaumburg Illinois 60173 Usa Tel 847-427-1775, 340 N Sam Houston Parkway E 216 Houston Texas 77060 Tel 0012819993400"
"Das Corp","14 Oedong-Nong-Gong-Danji-Gil Oedong-Eup Gyeongju-Si Gyeongbuk Korea Seong Ju Hwang +82 54 746 9494, 14 Oedong-Nong-Gong-Danji-Gil Oedong-Eup Gyeongju-Si Gyeongbuk Koreaseong Ju Hwang +82 54 746 9494, 4 Oedong-Nong-Gong-Danji-Gil Oedong-Eup Gyeongju-Si Gyeongbuk Korea Seong Ju Hwang +82 54 746 9494","","Phone Numbers: +82547469494, 82547469494, 0415304580 --- Emails: ","Republic Of Korea","19","Savannah, Ga, Mobile, Al","Pusan","830242, 392630, 940370","Other Suitable Furniture Gjudas, Gjudas Other Suitable Furniture, Other Suitable Furniture","52","528861","Hyundai Platform Corp, Das North America Montgomery, Lotte Global Logistics North Ameri","14241 E Firestone Blvd #220 La Mirada Ca 90638 United States Of America, 11135 Knott Ave Suite E F Cypress Ca 90630 Usa Tel 7143738881 Email Laxlottenet Jaekimlottene, 840 Industrial Park Blvd Montgome Ry Al 36117 Hyeongwoo Kim 334 320 8212"
"Tangent Furniture Enterprise Co Lt","No 102 Lane 354 Sanho Rd Feng Yu Tel: 886 4 25337926, No 102 Lane 354 Sanho Rd Feng Yu District Taichung 42057 Taiwan Tel: 886 4 25337926, No 102 Lane 354 Sanho Rd Feng Yu District Taichung 42057 Taiwan Tel 886 4 25337926","","Phone Numbers: 886425337926, 886425337926407 --- Emails: ","Taiwan","19","Houston, Tx, Los Angeles, Ca, San Juan, Puerto Rico","Xiamen, Pusan, Hong Kong","999900, 847220, 847480","Furniture Does Con Tain Any Solid Wood Aterials California Carb Compliant Tsca Title Ompliant Vessel Voyage Hang Port Loadi Taichung Taiwan, Furniture Does Con Tain Any Solid Wood Aterials California Carb Compliant Tsca Title Ompliant Vessel Voyage Ardent Port Loadi Taichung Taiwan, Furniture Does Con Tain Any Solid Wood Aterials California Carb Compliant Tsca Title Ompliant Vessel Voyage Hang Port Loadi Taichung Taiwan Furniture Does Con Tain Any Solid Wood Aterials California Carb Compliant Tsca Title Ompliant Vessel Voyage Hang Port Loadi Taichung Taiwan Furniture Does Con Tain Any Solid Wood Aterials California Carb Compliant Tsca Title Ompliant Vessel Voyage Hang Port Loadi Taichung Taiwan","41","444259","Ascent Global Logistics, Flexport Customs Llc, Rooms To Go Pr Inc","100 E Royal Lane St 224 Irving Tx 75039 Usa Tel: 469-420-9800, 100 E Royal Lane St 224 Irving Tx 75039 Usa Tel: 469-420-9800 Fax: 469-458-2448 Attn:, 760 Market Street Floor 8 San Francisco Ca 94102"
"Anji Chaoming Furniture Co Ltd","Yongfu Road Tangpu Industrial Park Anji Zhejiang China Tel:86-572-5666513","","Phone Numbers: 865725666513 --- Emails: ","China","19","Long Beach, Ca, Los Angeles, Ca, Oakland, Ca","Shanghai, Pusan","940161, 999995","Contact Imports Department Imports Afwonline Chair Also American Furniture Warehouse American Way Englewood Tax Phone, Chair Does Wood Also American Furniture Warehouse American Way Englewood Imports Afwonline, Sea Priority Chair Chair Does Wood Also American Furniture Warehouse American Way Englewood Imports Afwonline","19","191916","American Furniture Warehouse, American Furniture Warehouse 8820 American Way Englewood Co, Expeditors International Washington Inc","8820 American Way Englewood United States, 80112 Tax Id 84-0581547 Phone: 303-799-9044, 12200 E Iliff Ave Suite 202 Aurora Colorado 80014 Tel: 303 537-6100"
