"Supplier Name","Top Addresses","Supplier Websites","Supplier Contact Info","Supplier Country","Aggregated Volume","Top Destination Ports Used","Top Departure Ports Used","Top H.S. Code","Product Description","Total TEU","Total Weight","Top Notify Parties","Top Notify Party Addresses"
"Container Freight Station Mexico Sa","De Cv Extremadura 59 Piso 2 Col Insurgentes Mixcoac Del Benito Juarez Cp 03920 Rfc Cfs150520Rna Operacionescfscfsmexico Com Mx Tel","","Phone Numbers:  --- Emails: ","Mexico","1","Houston, Tx","Veracruz","441700","Kitchen Brush Soft Brush Cepillo Rosa Kitchen Brush","1","1428","Aduanas Pujol Rubio Sa","Calle E Sector C- P I Zona Franca 08040 Barcelona Spain Tax Id Esa08005761 Javier Vallejoapr Es 34 932607000"
"Controladora Mabe","Avenida De Las Palmas 100 Mex221200962 Lomas De Chapultepec I Seccion Miguel H Ciudad De Mexico 11000 Rfc:Cma811126Aw9","","Phone Numbers:  --- Emails: ","Mexico","1","New York/Newark Area, Newark, Nj","Port Bustamante","851690","Gas Stove Electric Stove Electric Stove Gas Stove Gas Stove Gas Stove Gas Stove Electric Stove Electric Stove","15","100985","Crosshipping Llc","10814 Nw 33 St Suite 115 Miami Fl 33172 Lhernandez@Crosshipping Com"
"Controladora Mabe S A De C V","Avenida De Las Palmas 100 Lomas De Chapultepec I Seccion Miguel H Ciudad De Mexico 11000 Mexico Rfc:Cma811126Aw9","","Phone Numbers:  --- Emails: ","Mexico","1","San Juan, Puerto Rico","Tampico","841810","Washing Center Dryers Refr Side Side Electric Stove Monogram Gas Stove Gas Stove Refr Bottom Mount Dryers Gas Stove Monogram Refr Side Side","22","134822","Perez & Cia De P R Inc","Tax Id 660375734 Calle Miraflores Esq Villaverde Muelle 15 Miramar Santurce P R 00908 Telephone: 787-725-9400"
"Delmar Logistica Sapi De Cv","Insurgentes Sur 1457 Piso 20 Col Insurgentes Mixcoac Alc Benito Juarez Cp 03920 Ciudad De Mexico","","Phone Numbers:  --- Emails: ","Mexico","1","Houston, Tx","Veracruz","731449","Galvanized Steel Grill","3","25620","Sea Way Logistics Ltd","5 Jabutinsky St Beit Avgad Israel 5252006 Tax Id:513156786 Contact : Merav Ben Merav@Seaway Co Il Ph 97237565742"
"Dhl Global Forwarding Mexico S A","De C V Rfc Dgf920601Fy6 Insurgentes Sur 859 Piso 9 Col Ampliacion Napoles Ciudad De Mexico03810 Mx","","Phone Numbers:  --- Emails: ","Mexico","1","Houston, Tx","Veracruz","981800","Auto Spare Conduccion Soporte Amortiguad Cubierta Spoiler Rejilla Guide Carrier Shock Abs Cover Grille Spoiler Totatl","1","2060","Dhl Paraguay S R L","Ruc 80004866-0 Av Gral Santos 1170 Tel 59521 503921 Asuncion - Paraguay"
"Elicamex S A De C V","Av La Noria 102 Col Parque Industrial Quertaro Quertaro C P - 76220 Mx R F C Eli060102Rk8","","Phone Numbers:  --- Emails: ","Mexico","1","Houston, Tx","Veracruz","830610","Bells Campanas Partes Campanas Cocina Bells Kitchen Bells Wooden Applicable Does Wood Ncm","1","2118","Tecno Sud America Ltda","Rua Tomazina 79 83325-040 Pinhais Pr Brasil Cnpj 03624173000179"
"Elicamex Sa De Cv","Av La Noria No Ext102 Cp 76220 Parque Industrial Queretaro Ctc Andrea Martnez Tel 01-248-48-40-388","","Phone Numbers:  --- Emails: ","Mexico","1","Houston, Tx","Veracruz","641460","Kitchen Hoods Kitchen Hoods","1","5625","Transborder Ltda","Autopista Medellin Entrada Km 2 2 Santa Fe De Bogota Colombia Tel 320-5698361 Ctc Import Departament"
"Frank Leo Mexico Sa De Cv","Castana De Cedro 122 Col Privada La Castana Apodaca N L Mexico C P 66634","","Phone Numbers:  --- Emails: ","Mexico","1","Houston, Tx","Tampico","841590","Ith Parrillas Alambre Form Alambre Hechas Acero Wire Grills Wire Forms Mad Steel","1","3237","Orient Cargo Agency","Al Mulla Ware House B111 P O Box: 14671 Al Qusais Industrialtel: 0097142593509"
"Global Transport Link Sa De Cv","Avenida Parque Chapultepec No 22 Colonia El Parque Naucalpan Edo De Mex Mexico D F Gtl0202049J9 Nadia","","Phone Numbers:  --- Emails: ","Mexico","1","New Orleans, La","Veracruz","392640","Kitchen Articles Plastic Articles Domestic Use","1","1181","",""
"Grupo De Trafico Y Comercio International Sa De Cv","Villahermosa164 Int 9 Col Peon De Los Banos Cp 15520 Cd De Mexico Gtc9910281R2 Ignacio Castro","","Phone Numbers:  --- Emails: ","Mexico","1","Houston, Tx","Veracruz","732399","Household Household Clothing Tablets Tables Televisions Kitchen Utensil Etc Efect Personals Diplomatic","1","935","Bcube Freight Forwarding Srl","Via Di Francia No 76R Zip Code 16149 Genova Italia It07204430966 Gabriela Profumo"
"Grupo Pgl Mexico Sapi De Cv","Rfc Gpm170110Av4 Calle Argentina 205-1 Col Industrial Martel Santa Catarina N L Mexico","","Phone Numbers:  --- Emails: ","Mexico","1","Houston, Tx","Tampico","850930","Kitchen Accesories","1","4523","",""
"Henco Global S A De C V","Calle Roble 668-A Colonia Urd 64430 Mexico","","Phone Numbers:  --- Emails: ","Mexico","1","Houston, Tx","Veracruz","293499","Cajas Con Bandejacuadrada Asas Cajas Con Bandeja Ovalada Grill Cajas Con Bandeja Rectangular Cajas Con Bandeja Rectangular Con Asas Ergon Micas Cajas Con Bandeja Panqu Cajas Con Pavera Cajas Con Bandeja Ovalada Grill Squaredish Ovalroasting Dish Rectangular Dish Rectangular Dish Loafcake Dish Roaster Master Ovalroasting Dish","2","17972","Goldlog Brasil Log Inter Eireli","Epp Rua Exp Joao De Carvalho 26"
"Hyl Technologies S A De C V","Venida Mnich 101 Col Cuauhtemoc C P 66450 San Nicols De Los Garza N L Mexico R F C Hte050923Nt8 / Tel 81 8865-4197","","Phone Numbers: 8188654197 --- Emails: ","Mexico","1","Houston, Tx","Tampico","850110","Adonis Grill Shutter Actuator","1","818","Export Development Bank Of Egypt Client Name Suez Steel Co","Usd 2020110999101023 Branch Madinaty Unit No 7 Banks Zone- Madinaty- Cairo - Egypt"
"Ic Cargo Worldwide Inc","France Field Calle 4Ta Ave 6Ta","","Phone Numbers:  --- Emails: ","Mexico","1","Port Everglades, Fl","Puerto Manzanillo","851660","Assorted Spirits Gatorade Sodas Water Bottle Washing Stoves Pots Microwave Owen Blenders Brooms Mops Bed Sheets Towels","1","21438","Seacor Island Lines","1300 Eller Drive"
"Ifs Neutral Maritime Services De","Mexico S A De C V Nicolas Bravo No 237 Col Centro C P 91700 Veracruz Ver Rfc: Inm951030880 Ph: 22 99 31 13 10 Ext 123 /","","Phone Numbers: 2299311310 --- Emails: ","Mexico","1","Houston, Tx","Veracruz","851220","Pallet Pallet Automoti Lamps Automotive Terminals Lamparas Automotrices Luces Direccionales Termina Les Uso Automotriz Codes Pallet Botellas Mil Cada Una Con Tequila Agave Cajas Otellas Cada Una Herramientas Mano Urnas Biodegradables Tierra Cenizas Piezas Cardboard Dmc Rev Belt Caf Belt Belt Dmc Buckle Belt Cafe Belt Belt Normal Buck Let Negro Belt Belt Normal Buckle Cinturon Dmc Rev Belt Negro Cafe Belt Belt Dmc Rev Belt Cafe Negro Belt Polyurethane Pallet Stove Partes Estibable Pallet Mezcal Aleron Alc Vol Pallet Espuma Polietileno Con Aluminio Bonded Cargo Transit Cargo Cierres Terminados Laton Cierr Fijo Cierre Separable Cfdi Cfdi Cfd Cfdi Abrazadera Abrazadera Abrazadera Riel Logistico Oxidable Cal Asidera Aluminio Redonda Charola Abs Discos Filo Carbu Bco Zas Disco Recortadora Mdc Rue Esponja Dique Medio Hojas Azul Nictone Ique Grueso Hojas Azul Nictone Dique Mediano Hojas Negro Ictone Dique Grueso Hoj Pallet Books Polirricinoleato Poliglicerol Palsgaard Pgpr Emulsionantes Esta B","2","26858","Pier 17 Panama Inc","Tax Id:1284105-1-601253 D V 97 Avenida Ricardo J Alfaro Edificio Century Tower Piso 1 Nr D1 Nr 2004 Panama Republic Of //"
"Kitchen Equipment De San Luis S","C V Eje 132 S/N Esq Av C F E Zona Industrial C P 78395 San Luispotosi S L P Mexico Tax Id Kes-040719 B82 Pic Mariela Fuerte","","Phone Numbers:  --- Emails: ","Mexico","1","Houston, Tx","Tampico","841899","Stainless Steel Kitchen Equipment Crates Stainless Steel Kitchen Equipment Freezers Freezers Cylindre Freezers Propano Freezer Freezers Propano Freezer Freezers Propano Freezer Freezers Propano Freezer Freezers Propano Freezer Refrigerating Machines Flammable Toxic Liquefied Gas Class Ems Marine Pollutant","1","4312","H&K Manufacturing Unlimited","Company Panattoni Park Wroclaw North Gate Ii Ul Polnocna 1 51-180 Szymanow Poland Vat No Hkm Pl5263540015"
"Latin Air Sea Worldwide S De Rl De","Cv Blvd Adolfo Lopez Mateos No 261- 4 Piso Col Los Alpes Alvaro Obrego Mexico City Df","","Phone Numbers:  --- Emails: ","Mexico","1","Houston, Tx","Veracruz","845710","Grills Profiles Reinforcedpl Rejillas Perfiles Plastico Reforzado Con Fibra Devidrio Accesorios Para Ensamble","1","9970","Hst Sea & Air Freight B V","Transportcentrum 21 7547 Rt Enschede The Netherlands T 053-4804055 Ctc Safhst Nl"
"Lg Electronics Levant Jordan Abdali Project Rafik Al Hariri","Floor Amman Jordan Tel 00962-6-5652861","","Phone Numbers: 96265652861 --- Emails: ","Mexico","1","Houston, Tx","Tampico","950320","Grilling Freestanding Range Gas Freestanding Mea Buyer Fstuegf","1","6281","Cargo World Shipping & Logitics Iraq Manawi Basha Al Qahira Q House","No 57 Basrah Capt Abdul Karim K Sukker / Mob +964 0 7801414881"
"Metaplus S A De C V","Anillo Perif Rico Por Cruce V No 12514 Col Pacabt N C P 9","","Phone Numbers:  --- Emails: ","Mexico","1","New York, Ny","Puerto Manzanillo","262060","Cem Accucold Acr Carel Ledsvh Pta Izq Autoc Lowe Summit Plastic Grill Forte Commercial Cooler Forte Accucold Acr Carel Ledsvh Pta Izq Autoc Lowe Summit Additionalinformation Metaplus Bepensa Contacto Susana Magaly Solis Gonzalez Smsolisg Bepensa","3","8496","Felix Storch Inc","770 Garrison Ave Bronx Nueva Contac: Patrick Fogarty"
"Meximport Food Win S De Rl","Calle Justo Sierra Santa Maria Aztahuacan Distrito Federal Cp 09500 Ctc Alberto Rincon Ph555 716 508 Rfc Mfw0906011Y5","","Phone Numbers:  --- Emails: ","Mexico","1","Houston, Tx","Veracruz","200897","Kitchen Manual Ware Bundles Carboard Agave Distilled Mezcal Groceries Beers Kitchen Manual Warehs","2","21267","Rue De Coupeauville B P","38 76133 Epouville France Ctc Lebigre Camille +33 0 2 35 13 37 87 Lebigre Cleonvincent Fr"
"Nevada Zona Libre S A","Calle 15 Sta Isabel Zona Libre De Colon Panama Tel 431 3131","","Phone Numbers:  --- Emails: ","Mexico","1","San Juan, Puerto Rico","Puerto Manzanillo","950510","Cargo Shorts Shorts Leggins Shorts Leggins Beach Dress Boy Shorts Sports Pants Shorts Shirt Leggins Pant Neck Sweter Pajama Short Sweters Jackets Towels Towels Shirts Pajamas Coat Pajamas Splash Toilet Water Personal Toilet Art Reducing Gel Creams Creams Exfoliants Prod Hair Shampoo Billo Conditioner Treatments Acc Beauty Masks Soap Bar Liquid Barber Hair Dryer Hair Iron Laundry Basket Bucket Moop Bucket Dump Forks Pencil Basket Table Table Stove Rope Zuncho Multi Purpose Cart Remote Control Extinguisher Decorative Paper Carpet Poly Pine Cone Decor Xmas Star Plaque Christmas Yard Noel Tree Hanging Deer Oball Bonsai Cushion Santa Snowman Boy Boy Gym Girl Stocking Sitting Santa Santa Pillow Snowman Pillow Pompon Leg Santa Golden Hanging Santa Ornament Santa Drum Ornament Plastic Fabric Polyester Porcelain Glass Metal Polyester Pvc Polypropylene Polypropylene Polyester Polypropylene Mdf Plywood Sitting Santa Ornament Soft Legs Santa Cuchion Kitchen Fabric Cushion Sheath Ceramic Porcelain ","1","7287","Farmacia La Candelaria Inc","Giselle Cruz Valentin Alonso 787-808-1586 Gcruzpharmamaxpr Com Valonsopharmamaxpr Com"
"Onnera Mexico S A De C V","Fim970306Ph5 Circuito Exportaci N No 201Fim970306Ph5 Onnera Mexico S A De C V Parque I","","Phone Numbers:  --- Emails: ","Mexico","1","Houston, Tx","Tampico","841981","Kitchen Equipment Para Hosteleria","1","5454","Redplan S A","Numregidtrib 212301600011 Montevideo 11000 Montevideo Montevideo Uy Ury"
"Onnera Mexico Sa De Cv","Circuito Exportac N No 201 Parque Industrial Tres Naciones San Luis Potosi Slp C P 78395","","Phone Numbers:  --- Emails: ","Mexico","1","Houston, Tx","Tampico","731010","Equipment Kitchen","4","12675","North Carga Sas Cod","0366 Nti 900 160 595-0 Calle 25 G No 80C-71 Tel 57-1-4047000 Cp 110931 5732258245070 Operacionesnorthcarga Com"
"Panama Packing","Panama Tel 230-1422 / 1118 Fax 230-1609 Panama Pa","","Phone Numbers:  --- Emails: ","Mexico","1","Savannah, Ga","Puerto Manzanillo","711420","Said Household Personal Effect China Ware Ornaments Kitchen Ware Cuttery Legos Paintings Piano Lamps Ladders Books Dvds Umbrella Toys Coolers Shoes Xmas Decorations","1","1760","De Haan Removals Edisonweg","18 2952 Ad Alblasserdam The Netherlands Tel: 0031 78 6920 Netherlands 2952 Nl"
"Philips Consumer Lifestyle Bv I","Postbus 20100 9200 Drachten Nl","","Phone Numbers:  --- Emails: ","Mexico","1","Los Angeles, Ca","Lazaro Cardenas","732399","Tableware Kitchen Ware Tableware Kitchen Ware Articles Plastics Articles Oth Eces Shavers Electr Shave Clippers Epilato Eces","1","5104","Ups Supply Chain Solutions","6940 Engle Road Suite C Middleburg Heights Oh 44130 Cleveland Oh 44130 Us"
"Procter & Gamble Manufacturing Me S De Rl De Cv","Procter & Gamble Manufacturing Me S De Rl De Cv On Behalf Of The Proc& Gamble Distributing Llc 1 Proctergamble Plaza Cincinnati Ohio","","Phone Numbers:  --- Emails: ","Mexico","1","New Orleans, La","Veracruz","392590","Builders Ware Plasti Elsewhere Specified Ncluded Tableware Kitchen Ware Other Household Articles Toilet Articles Plast Ics Ncm","1","6463","Rusak Business Services Sp Zo O","31 J Wisniewskiego Street 81-156 Gdynia Poland E Mail Gdyniaterminal@Rusak Pl"
"Procter & Gamble Manufacturing Mexi Co","Procter & Gamble Manufacturing Mexi Co S De Rl De Cv On Behalf Of The Procter & Gamble Distributing Llc 1 Procter & Gamble Plaza","","Phone Numbers:  --- Emails: ","Mexico","1","Houston, Tx","Tampico","691190","Kitchen Ware Credit Tableware Kitchenware Other Household Articles Toilet Articles Plastics Razors Ncm Xunited States Tax Hlxu Procter Gamble Manufacturing Mexico Kitchen Ware Tableware Kitchenware Other Household Articles Toilet Articles Plastic Razors Ncm Segu","3","15428","Hellman Worldwide Logistics Polska","Spolkaz Ograniczona Odpowiedzialnoscia Sp K Ul Wisniewskiego 31 81156 Gdynia Tel 48587832161 / Fax 48587832160"
"Rehau Sa De Cv","Tax Id Reh930611Fa8 Carretera Libre Celaya Queretaro Km8 5 Col Rancho Nuevo Apaseo El Grande Gto Cp 38197","","Phone Numbers:  --- Emails: ","Mexico","1","Houston, Tx","Veracruz","392051","Plates Sheets Film Perfiles Pvc Para Ventanas Series Frame Int Glazed Common Sash Glass Series Transom White Lift Rail Glazing Stop White Interlock White Wide Sash Stop Flapped Drain Cap White Self Adhesv Grill Bar Pce Flush Balance Cover White Sash Vent Frame Reinforcement High Perfomance Snap Sill Glazing Stop White","1","2906","Coral Windows Bahamas Lt","10-11 Milton Street / Freeport Bahama Grand Tel 242-352-6556 Email Coralinbahamasaol Com"
"Rodeo Import S A","Calle C Edificio Rodeo Zona Libre Colon Rep De Panama Tel : 430 0062","","Phone Numbers:  --- Emails: ","Mexico","1","San Juan, Puerto Rico","Puerto Manzanillo","950510","Christmas Ornaments Ribbons Garlands Artificial Flower Artificial Plants Glasswar Metal Ornaments Lamps Mirrors Plastic Folders Ove Electric Stove Boards Urtains Gift Deco Rations Plastic","1","8681","La Victoria Discount","Ruc 660607352 Jose De Diego #4E Cayey Puerto Ricophone: 787-447-4230"
"Sea Cargo Logistics Sa De Cv","Hacienda El Jacal No 422 Col Jard","","Phone Numbers:  --- Emails: ","Mexico","1","Houston, Tx","Tampico","851660","Stoves","1","7392","Gulf Agency Co","Qatar W L L P O Box 6534 Doha Qatar Phone: 97444205760"
"Segrove International S A De C V","Concepcion Beistegui No 13 Int Cp 03100 Cdmx Rfc Sin941130Mv","","Phone Numbers:  --- Emails: ","Mexico","1","Houston, Tx","Tampico","732111","Outdoor Grill Bgb Bqar Dcs Codes Remote Hpbrf Hpb Jacket Stainless Stl Bga Outdoor Grill Bgb Bqar Dcs Outdoor Grill Bgb Bqrn Dcs Cart Cad Cartcad Grill Cart Side Shelf Griddle Plate Bgc Gpdcs Codes","4","42089","Mondiale Freight Services Ltd","Head Office; Building 1 1 Coa +61 2 8336 8800"
"Tgd Worldwide Inc","Tgd Worldwide Inc Comercial Coco Solito Manzana Co 3-2 Locales C-7 C-8 C-9 Zona","","Phone Numbers:  --- Emails: ","Mexico","1","Port Everglades, Fl","Cartagena","640520","Ship Spares Transit Backpa Suitcase Brand Fans Badmin Ton Racket Machine Footwear Men Shirts Men Coats Men Women Children Dresses Women Iefcases Backpacks Shirts Women Irt Men Eaters Men Ladies Childr Screw Rod Bicycle Tube Accessory Other Bicycle Wire Brush Rmal Glass Ulbs Lamps Oves Kitchen Axe Knife Scis Sors Goat Foot Bottle Brus Shine Pot Shavers Div Ing Glasses Diving Float Life Jacket Tile Gate Ener Clothing","2","21220","Transport Management Curacao Nv","Curacao Dutch Antilles Hato Internatel: 5999 8692022 Willemstad Cs Sales@Albatroscuracao"
"Transcontainer International","Via Dr Gustavo Baz 295 F Colonia Viveros De La Loma C P 54080 Tlalnepantla De Baz Estado De Mexico Mexico Taxid Tin881021S48","","Phone Numbers:  --- Emails: ","Mexico","1","Houston, Tx","Veracruz","630520","Household Household Books Clothes Glasses Ornaments Chair Lamp Kitchen Items Furniture Pictures Mirror Ncm Wooden Treated Certified Conventional Heat Treatment","1","2174","Gerson And Grey Servicos Ltda","Cnpj 07 768 031 / 0001 -36 Av Brig Faria Lima 2012- 7 - Cjto 73 - Jd Paulistano Sao Paulo Sp - Cep 01452-002 - Brazil -"
"Transcontainer International C/O","Rodolfo Goes Via Dr Gustavo Baz 295-F Viveros De La Loma Tlalnepantla Edo De Mexico","","Phone Numbers:  --- Emails: ","Mexico","1","Houston, Tx","Veracruz","830130","Household Books Clothes Glasses Ornaments Chair Lamp Kitchen Items Furniture Pictures Mirror","1","1555","Sit Grupo Empresarial S L","Av Del Segle Xxi 78 08840 Viladecans Barcelona Spain Tel 00 34 93 630 5555 Fax 00 34 93 630 57200Xx"
"Whirlpool Mexico S De R L De C V","Antigua Carretera A Roma Km 9 Sn Col El Milagro C P 66634 Apodaca N L Mexico Rfc Win070601Ux0","","Phone Numbers:  --- Emails: ","Mexico","1","Houston, Tx","Tampico","841810","Refrigerators Refrigerators Stove Interface Card Harness Main Door Lock Agitator Harness Main Door Lock Agitator Main Support Drive Asm Orifice Holder Asm Left Front","1","3654","Regal Worldwide Trade Llc","9500 Nw 108Th Av Medley Fl 33178 Usa Ctc Sandra Cruz Phone + 503 2250 2082 Www Grupounicomer Com Tax Id 110404"
