"Company Name","Top Addresses","Company Websites","Company Contact Info","Company Country","Aggregated Volume","Top Destination Ports Used","Top Departure Ports Used","Top H.S. Code","Product Description","Total TEU","Total Weight","Top Notify Parties","Top Notify Party Addresses"
"Alambres Y Mallas Almasa Cra 68D","No 39F 58 Sur Bogota Colombia Tax Id: 8600076681","","Phone Numbers: 8600076681 --- Emails: ","United States","2","Houston, Tx","Tampico","551312, 551322","Clamp Nut Blue Self Breaking Clamp Nut Self Breaking Blue Oste Blue Clamp Contemporary Grille Dah Blue Post Clamp Blue Gray Clamp Post Clamp Nut Gray Clamp Post Contemporary Grille Dah Gray Clamp Self Breakingnut Gray Contempo Lding Gate Contemporary Grille Dah Gray Contemporary Rille Dah Gray Contempo Hinged Door Std Gray Clamp Post, Ontempo Folding Gate Greensteel Grating Green Steel Grating Blue Lamp Post Contemporary Grille Dah Blue Clamp Nutf Green Clamp Post Green Clamp Post Contemporary Grille Dah Green Contempo Folding Gate Factira Coils","6","65069","Alambres Y Mallas Almasa Cra 68D","No 39F 58 Sur Bogota Colombia Tax Id: 8600076681"
"Aliss Usa Corp","8081 Nw 74Th St Miami Fl 33166-2317 305 594 0450 Miami @Aliss Com, 8181 Nw 74Th St Miami Fl 33166-2317 305 594 0450","","Phone Numbers: 331662317305594 --- Emails: ","United States","2","Port Everglades, Fl","Puerto Manzanillo","420212, 691200","Cushion Plastic Kitchenware Polyresin Decorations Wood Tchenware Cotton Dress Cotto Kitchen Linens Flip Flops Ceramic Dinnerware Ceramic Corations Framed Mirror Glas Kitchenware Metal Kitchenwa Metal Decoration Chair Etal Furniture Lantern Ntry Bangladesh Azil China India Turkey, Suitcase Cotton Table Linens Candle Metal Decorations Ntern Canvas Art Glass Kitch Enware Kitchen Implemets Pho Frames Metal Serveware Air Country Ina Taiwan Egypt Hong Kong India Indonesia Italia Tur Key Vietnam Ncm","3","34088","Elemar International Forwarding I, Elemar International Forwarding Inc","3475 Nw 114Th Ave Doral 33178-1847"
"Anar Nv Dba Shams","13 Cannegetier Street 13Cannegetierstreet Philipsburg Ctc Shyam Chugani Tlf 17215430265, 13 Cannegetier Street Philipsburg St Marteen Cp0000/Vg/ Tad Id 410021052 Contact Shyam Chugani Telephone 721 543-0265","","Phone Numbers: 17215430265, 7215430265 --- Emails: ","United States","2","Houston, Tx","Tampico","732111","Cooking Appliances Gas Stove Refr Bottom Mount Refr Side Side, Gas Stoves That Gas Stoves Refrigerators Side Side Washing Center","2","9071","Anar Nv Dba Shams","13 Cannegetier Street 13Cannegetierstreet Philipsburg Ctc Shyam Chugani Tlf 17215430265, 13 Cannegetier Street Philipsburg St Marteen Cp0000/Vg/ Tad Id 410021052 Contact Shyam Chugani Telephone 721 543-0265"
"Cargomind Poland Sp Zo O","1 Sierpnia 6 Bud D 02-134 Warszawa Poland Tax Id 5342379755 Wro-Oceancargomind Com Np","","Phone Numbers: 5342379755 --- Emails: ","United States","2","Houston, Tx","Tampico","732393","Stainless Steel Kitchen Equipment Crates Stainless Steel Kitchen Equipment","2","6481","Cargomind Poland Sp Zo O","1 Sierpnia 6 Bud D 02-134 Warszawa Poland Tax Id 5342379755 Wro-Oceancargomind Com Np"
"Felix Storch Inc","770 Garrison Ave Bronx Nueva 10474 Phone: 718-893-3900 Ext, Distribution Blvdedison 40New New York Ny United States 08837 Tax Id: 112197886 Patrick@Summitappliance Com //","summitappliance.com","Phone Numbers: 7188933900 --- Emails: 112197886 Patrick@Summitappliance Com","United States","2","New York, Ny, New York/Newark Area, Newark, Nj","Port Bustamante, Puerto Manzanillo","262060, 851690","Cem Accucold Acr Carel Ledsvh Pta Izq Autoc Lowe Summit Plastic Grill Forte Commercial Cooler Forte Accucold Acr Carel Ledsvh Pta Izq Autoc Lowe Summit Additionalinformation Metaplus Bepensa Contacto Susana Magaly Solis Gonzalez Smsolisg Bepensa, Gas Stove Electric Stove Electric Stove Gas Stove Gas Stove Gas Stove Gas Stove Electric Stove Electric Stove","18","109481","Crosshipping Llc, Felix Storch Inc","10814 Nw 33 St Suite 115 Miami Fl 33172 Lhernandez@Crosshipping Com, 770 Garrison Ave Bronx Nueva Contac: Patrick Fogarty"
"Kestrel Guyana Inc","Tax Id Xexx010101000 110 Groud Florr Duke & Barrack Streets Georgetown Guyana At N: Christina Persaud Ph: 59 225/","","Phone Numbers: 010101000110 --- Emails: ","United States","2","San Juan, Puerto Rico","Port Bustamante","851660","Stoves Custom Nac Unicomer","2","15252","Kestrel Liner Agencies Llp Tax Id","710885661 9505 Nw 108Th Avenue Medley Florida 33178 At N: Gary Aspinall / Ph: 786 220//"
"Kestrel Svg Ltd","Second Floor Hinds Building Grenville Street Kingstown St Vincent Tel: 17845283935 //, Second Floor Hinds Building Grenville Street Kingstown St Vincent Tel: 17845283935//","","Phone Numbers: 17845283935 --- Emails: ","United States","2","San Juan, Puerto Rico","Port Bustamante","732111, 981800","Refrigerators Stoves Spare Custom, Stoves Custom Codes","2","15678","Kestrel Liner Agencies Llp Tax Id","710885661 16320 Nw 59 Avenue Miami Lakes Florida 33014 At N: Gary Aspinall / Ph: 786 220/, 710885661 16320 Nw 59 Avenue Miami Lakes Florida 33014 At N: Gary Aspinall/Ph: 786 220 1691"
"Mokbel International Trade Lda","Rua Pedro De Castro Van Dunem Loy Luanda Angola Ali Sinno Alizainvesti@Gmail Com, Rua Pedro De Castro Van Dunem Loy Luanda Angola Ctc Ali Sinno +244 924171017","","Phone Numbers: +244924171017 --- Emails: Sinno Alizainvesti@Gmail Com","United States","2","Houston, Tx","Tampico","851631, 851660","Nif Carlos Domingos Fams Angola Washing Center Washers Dryers Electric Stove, Stoves","2","12640","Fams Transitarios Lda Rua Joao De Barros, Mokbel International Trade Lda","No 17 Edificio N3 2O Andar Luanda - Angola, Rua Pedro De Castro Van Dunem Loy Luanda Angola Ali Sinno Alizainvesti@Gmail Com"
"Robinsons Relocation","Nuffield Way Abingdon Oxfordshire Ox14 1Tn Tax Id Gb145476062000 Contact Mary Bmamford Telephone 044 0 1235-552272 Email, Nuffield Way Abingdon Oxfordshire Ox141Tn For Hayati Molinas Eori Number Gb145476062000Xx","","Phone Numbers: 145476062000, 04401235552272 --- Emails: ","United States","2","Houston, Tx","Veracruz","790700, 852020","Household Books Household Books Clothes Glasses Ornaments Chair Lamp Kitchen Items Furniture Pictures Mirror Sown Tare, Household Books Household Books Clothes Glasses Ornaments Chair Lamp Kitchen Items Furniture Pictures Mirror Sown Tare Juarez Lerdo Veracruz Veracruz Mexico Contact Expo Gestaad Telephone Trafico Exportaciongestaad Xxcontact Robinsons Relocation Telephone Mary Bamfordrobinsonrelo Xxxcontact Phil Cory Telephone Philcoryseaportfreight Contact Vicky Rojas Telephone Vickyrtranscontainer Group","2","2702","Robinsons Relocation, Seaport Freight Services Limited","Nuffield Way Abingdon Oxfordshire Ox14 1Tn Tax Id Gb145476062000 Contact Mary Bmamford Telephone 044 0 1235-552272 Email, Suite 9 Unit 3 Orwell House Ferry Lane Felixstowe Suffolk Ip113Qlxxx"
"A S Bryden & Sons Trinidad Ltd","1 Ibis Avenue San Juan Trinidad W I Tel 868 674-9191 Contact Leandra Ramoo Email Shipping Coordinatorhhbryden","","Phone Numbers: 8686749191 --- Emails: ","United States","1","Houston, Tx","Tampico","851660","Gas Gas Stoves","1","7601","A S Bryden & Sons Trinidad Ltd","1 Ibis Avenue San Juan Trinidad W I Tel 868 674-9191 Contact Leandra Ramoo Email Shipping Coordinatorhhbryden"
"Abdul Mohsen A Al Swailem","Estabilish Riyadh 11421 Kingdom Of Saudi Arabia Zc 544 Mr Saad Al-Swailem Saadalswailem Com 966114658100","","Phone Numbers: 966114658100 --- Emails: ","United States","1","Houston, Tx","Tampico","845710","Laundry Centers Dryers Washers Electric Stove","13","49530","Abdul Mohsen A Al Swailem","Estabilish Riyadh 11421 Kingdom Of Saudi Arabia Zc 544 Mr Saad Al-Swailem Saadalswailem Com 966114658100"
"Abdul Mohsen A Alswailem Est","Riyadh 11421 Kingdom Of Saudi Arabia Zc 544 Ctc Mr Saad Al-Swailem Saad@Alswailem Com","alswailem.com","Phone Numbers:  --- Emails: Al-Swailem Saad@Alswailem Com","United States","1","Houston, Tx","Tampico","851690","Electric Stove Dryers","7","31315","Abdul Mohsen A Alswailem Est","Riyadh 11421 Kingdom Of Saudi Arabia Zc 544 Ctc Mr Saad Al-Swailem Saad@Alswailem Com"
"Aduanas Pujol Rubio Sa","Calle E Sector C- P I Zona Franca 08040 Barcelona Spain Tax Id Esa08005761 Javier Vallejoapr Es 34 932607000","","Phone Numbers: 34932607000 --- Emails: ","United States","1","Houston, Tx","Veracruz","441700","Kitchen Brush Soft Brush Cepillo Rosa Kitchen Brush","1","1428","Aduanas Pujol Rubio Sa","Calle E Sector C- P I Zona Franca 08040 Barcelona Spain Tax Id Esa08005761 Javier Vallejoapr Es 34 932607000"
"Alessandro Amato C/O Vinelli & Scotto Srl","Via N Tintorri No 15/1/D 20863 Concorezzo Mb Contact Mita Favalli Telephone 39039647440","","Phone Numbers: 39039647440 --- Emails: ","United States","1","Houston, Tx","Veracruz","790700","Household Household Books Clothes Glasses Ornaments Chair Lamp Kitchen Items Furniture Pictures Mirror Sown Tare","1","1950","Vinelli & Scotto Srl","Via N Tintorri No 15/1/D 20883 Concorezzo Mb Contact Mita Favalli Telephone 38039647440 Fax 390396049310"
"Alice Gismonti De Araujo Avenida Brasil","No 33 809-B- Cpf 0657551708 Bangu Cep 21852-002 Rio De Janeiro Rj Brasil Cpf; 065 075 517-08","","Phone Numbers: 0657551708 --- Emails: ","United States","1","Houston, Tx","Veracruz","940340","Glasses Household Books Clothes Glasses Ornaments Chair Lamp Kitchen Items Furniture Pictures Mirror Wooden Applicable Ncm","1","1624","Teamwork International Moving Avenida Brasil","No 33 809-B Bangu Cep 21852002 Rio De Janeiro Rj Brasil"
"Ambar Distributors Llc","1372 Nw 78 Avenue Doral Fl 33126 Off 786 299 5141 Taxid 38-3795120 Contact Person Odette Barrios Opsforevertradng-Usa Net","","Phone Numbers: 7862995141 --- Emails: ","United States","1","Port Everglades, Fl","Cartagena","732111","Gas Stoves Gas Stoves Gas Stoves Gas Stoves","3","8134","Ambar Distributors Llc","1372 Nw 78 Avenue Doral Fl 33126 Off 786 299 5141 Taxid 38-3795120 Contact Person Odette Barrios Opsforevertradng-Usa Net"
"Arcos Dorados Argentina Sa","Roque Saenz Pena 432 1635 Olivos Buenos Aires Argentina Cuit 30-61025233-4","","Phone Numbers: 3061025233 --- Emails: ","United States","1","Houston, Tx","Tampico","732393","Stainless Steel Consolidate Cargo Stainless Steel Kitchen Equipment Equipo Acero Inoxidable Para Cocina Restaurante","1","5252","Arcos Dorados Argentina Sa","Roque Saenz Pena 432 1635 Olivos Buenos Aires Argentina Cuit 30-61025233-4"
"Attica Movers Sa","19 Syngrou Avenue 11743 Atehns Greece Contact Attica Movers Sa Telephone 302109216773","","Phone Numbers: 302109216773 --- Emails: ","United States","1","Houston, Tx","Veracruz","790700","Household Books Household Books Clothes Glasses Ornaments Chair Lamp Kitchen Items Furniture Pictures Mirror Sown Tare Juarez Lerdo Veracruz Veracruz Mexico Contact Expo Gestaad Telephone Trafico Exportaciongestaad Xxcontact Vicky Rojas Telephone Vickyrtranscontainer Group","1","1644","Attica Movers Sa","19 Syngrou Avenue 11743 Atehns Greece Contact Attica Movers Sa Telephone 302109216773"
"B Fernandez Hermanos Inc","Carr 5 Urb Ind Luchetti 305 San Juan Pr 00961-7422 00961 Bayamon","","Phone Numbers: 0096174220096 --- Emails: ","United States","1","San Juan, Puerto Rico","Puerto Manzanillo","630292","Kitchen Towels","1","1670","Kimberly Clark Commercial Inc","Calle Marginal Pr 165 Km 2/8 Pr00970 00970 Guaynabo"
"Bcube Freight Forwarding Srl","Via Di Francia No 76R Zip Code 16149 Genova Italia It07204430966 Gabriela Profumo","","Phone Numbers: 07204430966 --- Emails: ","United States","1","Houston, Tx","Veracruz","732399","Household Household Clothing Tablets Tables Televisions Kitchen Utensil Etc Efect Personals Diplomatic","1","935","Bcube Freight Forwarding Srl","Via Di Francia No 76R Zip Code 16149 Genova Italia It07204430966 Gabriela Profumo"
"Bettina Paola Caitanao Fleurquin","C/O Writer Recolections P O Box 34892 Plot 597-790 Dip 2 Dubai-Uae Tax Id 100329555500003 Xx","","Phone Numbers: 100329555500003 --- Emails: ","United States","1","Houston, Tx","Veracruz","830130","Household Books Clothes Glasses Ornaments Chair Lamp Kitchen Items Furniture Pictures Mirror Sown Tare","1","835","Bettina Paola Caitanao Fleurquin","C/O Writer Recolections P O Box 34892 Plot 597-790 Dip 2 Dubai-Uae Tax Id 100329555500003 Xx"
"Blackblues","Floor Beirut Lebanon Tel +9611580590","","Phone Numbers: +9611580590 --- Emails: ","United States","1","Houston, Tx","Tampico","850930","Kitchen Accesories","1","4523","",""
"Cadogan Tate Worldwide Jointly And Severally With Diego Rabinovich","239 Acton Lane Park Royal Nw10 7Np London Uk Eori Gb97494266000","","Phone Numbers: 97494266000 --- Emails: ","United States","1","Houston, Tx","Veracruz","790700","Household Household Books Clothes Glasses Ornaments Chair Lamp Kitchen Items Furniture Pictures Mirror","1","4300","Cadogan Tate Worldwide","239 Acton Lane Park Royal Nw10 7Np London Uk Eori Gb97494266000 Xx"
"Carlos Guillermo Hernandez","300 Front St W Apt 2908 Toronto On M5V 0E9 Canada Tel No 905-670-7111 Tax Id77841 4318 Rt0001","","Phone Numbers: 9056707111 --- Emails: ","United States","1","Houston, Tx","Veracruz","790700","Household Books Household Books Clothes Glasses Ornaments Chair Lamp Kitchen Items Furniture Pictures Mirror Sown Tare","1","4379","Amj Campbell International","6140 Vipond Dirve Mississauga On Canada L5T 2B2 Contact Mandeep Sohal"
"Chrysler Corp","Planta No 3127 Via Pinerolo 21 City Torino Pc 10060 Italy Tax Id It0797378 Ctc Sadi Import Nave Tel 39 011 00 57813","","Phone Numbers: 390110057813 --- Emails: ","United States","1","Houston, Tx","Veracruz","870810","Services Stc Rears Fascia Bux Refac Fasc Fiat Dodge Rpa Lower Fiat Dodge Upper Fiat Grille Assy Frt Fascia Pedro Brkt Services Stc Mopar Services Stc Rears Fascia Bux Refac Fasc Fiat Dodge Rpa Lower Fiat Dodge Upper Fiat Grille Assy Frt Fascia Pedro Brkt Services Stc Mopara Services","6","3017","Chrysler Corp","Planta No 3127 Via Pinerolo 21 City Torino Pc 10060 Italy Tax Id It0797378 Ctc Sadi Import Nave Tel 39 011 00 57813"
"Coral Windows Bahamas Lt","10-11 Milton Street / Freeport Bahama Grand Tel 242-352-6556 Email Coralinbahamasaol Com","","Phone Numbers: 2423526556 --- Emails: ","United States","1","Houston, Tx","Veracruz","392051","Plates Sheets Film Perfiles Pvc Para Ventanas Series Frame Int Glazed Common Sash Glass Series Transom White Lift Rail Glazing Stop White Interlock White Wide Sash Stop Flapped Drain Cap White Self Adhesv Grill Bar Pce Flush Balance Cover White Sash Vent Frame Reinforcement High Perfomance Snap Sill Glazing Stop White","1","2906","Coral Windows Bahamas Lt","10-11 Milton Street / Freeport Bahama Grand Tel 242-352-6556 Email Coralinbahamasaol Com"
"Corporacion Mr Sa","Calle 4Ta Av 6 France Fiel Zona Libre De Colon Panama Tai Id: 2238577-1-779266 Dv60 Ctc Isnet Castillo//","","Phone Numbers: 5771779266 --- Emails: ","United States","1","Houston, Tx","Tampico","841981","Coffee Machine Blender Cereal Dispenser Coffee Crusher Refrigerated Tables Ice Machine Refrigeration Armaries Congelations Plastic Trap Kitchen Maquina Para Cafe Licua Dora Eclipse Dispensador Cereales Triturador Cafe Mesas Refrigeradas Maquina Para Hielo Armarios Refrigeracion Congelad Trampa Plastica","1","2731","Corporacion Mr Sa","Calle 4Ta Av 6 France Fiel Zona Libre De Colon Panama Tai Id: 2238577-1-779266 Dv60 Ctc Isnet Castillo//"
"Courts Antigua Barbuda Ltd","/ Tax: Xexx010101000 / Lower Market Streetcorner Of Vivian Richards St And All Saints Rd St Johns Antigua / Tel 268 462 1641 / Ctc Anik Doram","","Phone Numbers: 2684621641 --- Emails: ","United States","1","Houston, Tx","Tampico","851660","Stoves Stoves Washing Machines Refrigerators Custom Cargo Transit Outside Country Gateway Kestrel Liner Agencies Llc Tropical Shipping All Charges Should Paid Miami Kestrel Liner Agencies","1","4005","Courts Antigua Barbuda Ltd","/ Tax: Xexx010101000 / Lower Market Streetcorner Of Vivian Richards St And All Saints Rd St Johns Antigua / Tel 268 462 1641 / Ctc Anik Doram"
"D B A Rex Discount Inc","775 N W 71 St Miami Fl Ctc Ernesto Castillo 33150 Email: Jbrautigam@Artgue Com","artgue.com","Phone Numbers:  --- Emails: Jbrautigam@Artgue Com","United States","1","Miami, Fl","Veracruz","630260","Fabric Soften Toilet Pape Kitchen Towe Floor Clean","2","24089","Artgue Int Inc","6743 N W 72 Ave Miami Fl Ctc Javier Artigas 33166 Email: Jbrautigam@Artgue Com"
"Data Cargo S A","Coc-Number 1590144-1664264 Dv 58 France Field Calle 5 Y Ave 6 Colon Free Zone Panama Martina@Datacargo","","Phone Numbers: 15901441664264 --- Emails: ","United States","1","Houston, Tx","Tampico","902810","Gas Stove","1","11244","Data Cargo S A","Coc-Number 1590144-1664264 Dv 58 France Field Calle 5 Y Ave 6 Colon Free Zone Panama Martina@Datacargo"
"De Haan Removals Edisonweg","18 2952 Ad Alblasserdam The Netherlands Tel: 0031 78 6920 Netherlands 2952 Nl","","Phone Numbers: 0031786920 --- Emails: ","United States","1","Savannah, Ga","Puerto Manzanillo","711420","Said Household Personal Effect China Ware Ornaments Kitchen Ware Cuttery Legos Paintings Piano Lamps Ladders Books Dvds Umbrella Toys Coolers Shoes Xmas Decorations","1","1760","De Haan Removals Edisonweg","18 2952 Ad Alblasserdam The Netherlands Tel: 0031 78 6920 Netherlands 2952 Nl"
"Dhl Paraguay S R L","Ruc 80004866-0 Av Gral Santos 1170 Tel 59521 503921 Asuncion - Paraguay","","Phone Numbers: 59521503921 --- Emails: ","United States","1","Houston, Tx","Veracruz","981800","Auto Spare Conduccion Soporte Amortiguad Cubierta Spoiler Rejilla Guide Carrier Shock Abs Cover Grille Spoiler Totatl","1","2060","Dhl Paraguay S R L","Ruc 80004866-0 Av Gral Santos 1170 Tel 59521 503921 Asuncion - Paraguay"
"Diniz Filipi Vieira Dos Santos","Rocha Av Brig Faria Lima 2012-7O-Cjto 73-Jd Paulistano Cpf 36842675898 Sao","","Phone Numbers: 36842675898 --- Emails: ","United States","1","Houston, Tx","Veracruz","940340","Household Household Books Clothes Glasses Ornaments Chair Lamp Kitchen Items Furniture Pictures Mirror Sown Tare Xjuarez Lerdo Veracruz Veracruz Mexico Wooden Applicable","1","1940","Gerson And Grey Guarda E Gerenciamento Ltda","Av Brig Faria Lima 2012-7O-Cjto 73-Jd Paulistano Cnpj07768031/000136 Sao"
"Distribuidora Centroamericana Sa","Plaza El Dragon Piso 1 Local 10 Panama Panama Tax Id 2253297201516 Atn Rodolfo Adames Moreno Tel 507 2995703","","Phone Numbers: 2253297201516, 5072995703 --- Emails: ","United States","1","Houston, Tx","Tampico","730793","Steel Product Bultos Que Con Piezas Producto Acero Esmaltado Art Culos Cocina Bulks That Steel Product Enamelled Art Kitchen Figures","1","2669","Distribuidora Centroamericana Sa","Plaza El Dragon Piso 1 Local 10 Panama Panama Tax Id 2253297201516 Atn Rodolfo Adames Moreno Tel 507 2995703"
"Divico Nv","Road 129 Cole Bay St Maarten St Maarten Philipsburg Phone: 599 544 2666","","Phone Numbers: 5995442666 --- Emails: ","United States","1","San Juan, Puerto Rico","Pointe A Pitre","630292","Payable San Jose Head Office Kitchen Towels Paper Towels","1","6160","Divico Nv","Road 129 Cole Bay St Maarten St Maarten Philipsburg Phone: 599 544 2666"
"Dominica Freight Systems","Po Box40 Canefield Industrial Estate Roseau Dominica Tel: 767 255 6861","","Phone Numbers: 7672556861 --- Emails: ","United States","1","Savannah, Ga","Port Bustamante","845020","Washer Gas Stove Refr Door Gas Stove Refr Door All Charges Payable Lograngel Agreement Rangel Logistica Brasil Ltda Rua Drocio Vila Olimpia Sao Pau Cep Brasil Cnpj Washer Refr Door Gas Stove Spare Home Appliances","4","24429","Rangel Logistica Brasil Ltda","Rua Do Rocio 288 Cj 15 E 16 Vila Olimpia - Sao Paulo Cep 04552-000 - Brasil"
"Doruk Ev Gerecler San Ve","Organize Sanayi Bolgesi Eskisehir Eskisehir Eskisehir Turquia Cp 26110 Tax Id 3100049337","","Phone Numbers: 3100049337 --- Emails: ","United States","1","Houston, Tx","Tampico","851690","Stove Electric Elemento Calentador Para Cocina Electrica Stove Electric","1","10399","Doruk Ev Gerecler San Ve","Organize Sanayi Bolgesi Eskisehir Eskisehir Eskisehir Turquia Cp 26110 Tax Id 3100049337"
"Electrodomesticos Mabeca Sa","Parque Logistico Latam Coyol Ruta 27 Rotonda Siquiares 600 M Esteradial El Coyol Alajuela C P 20113/Cr/310115065119","","Phone Numbers: 310115065119 --- Emails: ","United States","1","San Juan, Puerto Rico","Caucedo","450390","Washer Automatic Washer Automatic Oven Oven Electric Stove","6","23834","Electrodomesticos Mabeca Sa","Parque Logistico Latam Coyol Ruta 27 Rotonda Siquiares 600 M Esteradial El Coyol Alajuela C P 20113/Cr/310115065119"
"Export Development Bank Of Egypt","Client Name Suez Steel Co Usd 2020110999101023 Branch Madinaty Unit No 7 Banks Zone- Madinaty- Cairo - Egypt","","Phone Numbers: 202011099910102 --- Emails: ","United States","1","Houston, Tx","Tampico","850110","Adonis Grill Shutter Actuator","1","818","Export Development Bank Of Egypt Client Name Suez Steel Co","Usd 2020110999101023 Branch Madinaty Unit No 7 Banks Zone- Madinaty- Cairo - Egypt"
"Farmacia La Candelaria Inc","Pr 103 Int 343 Bo Pueblo Zona Urbana Hormigueros Pr 00660 66-0644629","","Phone Numbers: 00660660644629 --- Emails: ","United States","1","San Juan, Puerto Rico","Puerto Manzanillo","950510","Cargo Shorts Shorts Leggins Shorts Leggins Beach Dress Boy Shorts Sports Pants Shorts Shirt Leggins Pant Neck Sweter Pajama Short Sweters Jackets Towels Towels Shirts Pajamas Coat Pajamas Splash Toilet Water Personal Toilet Art Reducing Gel Creams Creams Exfoliants Prod Hair Shampoo Billo Conditioner Treatments Acc Beauty Masks Soap Bar Liquid Barber Hair Dryer Hair Iron Laundry Basket Bucket Moop Bucket Dump Forks Pencil Basket Table Table Stove Rope Zuncho Multi Purpose Cart Remote Control Extinguisher Decorative Paper Carpet Poly Pine Cone Decor Xmas Star Plaque Christmas Yard Noel Tree Hanging Deer Oball Bonsai Cushion Santa Snowman Boy Boy Gym Girl Stocking Sitting Santa Santa Pillow Snowman Pillow Pompon Leg Santa Golden Hanging Santa Ornament Santa Drum Ornament Plastic Fabric Polyester Porcelain Glass Metal Polyester Pvc Polypropylene Polypropylene Polyester Polypropylene Mdf Plywood Sitting Santa Ornament Soft Legs Santa Cuchion Kitchen Fabric Cushion Sheath Ceramic Porcelain ","1","7287","Farmacia La Candelaria Inc","Giselle Cruz Valentin Alonso 787-808-1586 Gcruzpharmamaxpr Com Valonsopharmamaxpr Com"
"Felixstorch Inc","Distribution Blvdedison 40New New York Ny United States 08837 Tax Id:112197886 Patrick@Summitappliance Com","summitappliance.com","Phone Numbers:  --- Emails: 112197886 Patrick@Summitappliance Com","United States","1","New York/Newark Area, Newark, Nj","Port Bustamante","761010","Electric Stove Refr Doors","3","18835","Crosshipping Llc","10814 Nw 33 St Suite 115 Miami Fl 33172 Lhernandez@Crosshipping Com"
"Fiat Group","Automobiles Spa C So G Agnelli 200 10135 Torino 10135 Italy Italy Tax Id 07973780013","","Phone Numbers: 07973780013 --- Emails: ","United States","1","Houston, Tx","Veracruz","290341","Fascia Pedpro Brkt Frt Fascia Pedpro Brkt Fasc Del Dom Bux Fiat Grille Assy Frt Fascia Pedpro Brkt Fasc Del Dom Bux Fiat Grille Assy Upper Fiat Grille Assy Frt Fascia Pedpro Brkt Fasc Del Dom Bux","7","2878","Fiat Group","Automobiles Spa C So G Agnelli 200 10135 Torino 10135 Italy Italy Tax Id 07973780013"
"Fitsum Tiruneh Firdu Churchil","Road-Piassa P O Box 22252 Addis Ababa Eth Iopia Tel +251 11 1262376 Mobile+251 911518870","","Phone Numbers: +251111262376, +251911518870 --- Emails: ","United States","1","Houston, Tx","Tampico","841810","Laundry Centers Laundry Centers Laundry Centers Stoves Washing Machines Refrigerators Dryers","3","14784","Fitsum Tiruneh Firdu Churchil","Road-Piassa P O Box 22252 Addis Ababa Eth Iopia Tel +251 11 1262376 Mobile+251 911518870"
"Fuentes De Medina Griselda","C/ O France Global Relocation 4 Rue Jacqueline Auriol 93350 Le Bourget Tax Id Fr13518857818","","Phone Numbers: 13518857818 --- Emails: ","United States","1","Houston, Tx","Veracruz","830130","Household Books Clothes Glasses Ornaments Chair Lamp Kitchen Items Furniture Pictures Mirror Sown Tare","1","7439","Fuentes De Medina Griselda","C/ O France Global Relocation 4 Rue Jacqueline Auriol 93350 Le Bourget Tax Id Fr13518857818"
"Gillette Poland International Sp","70 Nowy Jozefow Street 94-406 Lodz Poland Tax Id: Pl1050000072","","Phone Numbers: 1050000072 --- Emails: ","United States","1","New Orleans, La","Veracruz","392590","Builders Ware Plasti Elsewhere Specified Ncluded Tableware Kitchen Ware Other Household Articles Toilet Articles Plast Ics Ncm","1","6463","Rusak Business Services Sp Zo O","31 J Wisniewskiego Street 81-156 Gdynia Poland E Mail Gdyniaterminal@Rusak Pl"
"Gillette Poland International Sp Z O O","70 Nowy Jozefow Street 94-406 Lodz Poland Tax Id Pl1050000072","","Phone Numbers: 1050000072 --- Emails: ","United States","1","Houston, Tx","Tampico","691190","Kitchen Ware Credit Tableware Kitchenware Other Household Articles Toilet Articles Plastics Razors Ncm Xunited States Tax Hlxu Procter Gamble Manufacturing Mexico Kitchen Ware Tableware Kitchenware Other Household Articles Toilet Articles Plastic Razors Ncm Segu","3","15428","Hellman Worldwide Logistics Polska","Spolkaz Ograniczona Odpowiedzialnoscia Sp K Ul Wisniewskiego 31 81156 Gdynia Tel 48587832161 / Fax 48587832160"
"Global Group","Traiding Bv Berkelstraat 6 E Willemstad Curacao 05999 Tax Id 102308858 Fernando A Sancivier C Willemstad Ph 599 9 888 931","","Phone Numbers: 5999888931 --- Emails: ","United States","1","Houston, Tx","Tampico","302148","Kitchen Towel Toalla Cocina Premier Mega Nac Servilleta Premier Nal Servilleta Premier Nal Papel Higienico Higienol Exp Servilleta Elite Ultra Nal Papel Higienico Higienol Exp Papel Higienico Elite Gold Nac Higienol Exp Elite Gold Dise Nal","1","4042","Global Group","Traiding Bv Berkelstraat 6 E Willemstad Curacao 05999 Tax Id 102308858 Fernando A Sancivier C Willemstad Ph 599 9 888 931"
"Goldlog Brasil Log Inter Eireli","Epp Cnpj 16 832 760 0001/03","","Phone Numbers: 168327600001 --- Emails: ","United States","1","Houston, Tx","Veracruz","293499","Cajas Con Bandejacuadrada Asas Cajas Con Bandeja Ovalada Grill Cajas Con Bandeja Rectangular Cajas Con Bandeja Rectangular Con Asas Ergon Micas Cajas Con Bandeja Panqu Cajas Con Pavera Cajas Con Bandeja Ovalada Grill Squaredish Ovalroasting Dish Rectangular Dish Rectangular Dish Loafcake Dish Roaster Master Ovalroasting Dish","2","17972","Goldlog Brasil Log Inter Eireli","Epp Rua Exp Joao De Carvalho 26"
